YEAR,MO,DY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DIFF,ALLSKY_KT,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_UVB,ALLSKY_SFC_UVA,ALLSKY_SFC_PAR_TOT,,
2015,10,16,4.67,7.12,4.82,0.9,0.67,1.12,0.23,11.12,88.89,,
2015,10,17,4.52,6.7,4.75,1.03,0.66,1.05,0.21,10.7,85.73,,
2015,10,18,2.88,3.12,4.87,1.51,0.42,0.73,0.14,7.29,54.95,,
2015,10,19,4.05,5.58,4.89,1.4,0.59,0.9,0.18,9.73,76.1,,
2015,10,20,4.75,8.05,4.82,0.74,0.7,0.99,0.2,10.92,88.26,,
2015,10,21,4.91,8.82,4.86,0.57,0.73,1.01,0.2,11.06,89.97,,
2015,10,22,4.83,8.59,4.8,0.64,0.73,1.01,0.2,10.88,88.55,,
2015,10,23,4.45,6.18,4.74,1.38,0.68,1.02,0.2,10.25,82.04,,
2015,10,24,4.1,4.14,4.62,2.15,0.63,1.07,0.2,9.55,75.96,,
2015,10,25,2.67,2.51,4.52,1.69,0.41,0.77,0.15,6.72,50.87,,
2015,10,26,4.76,8.91,4.77,0.6,0.74,-999,0.21,10.48,85.15,,
2015,10,27,3.41,1.84,4.51,2.52,0.54,0.92,0.18,8.27,63.23,,
2015,10,28,4.13,6.25,4.39,1.06,0.66,0.96,0.2,9.68,77.66,,
2015,10,29,4.48,8.11,4.58,0.75,0.72,0.97,0.2,9.95,80.96,,
2015,10,30,4.61,8.89,4.57,0.55,0.75,0.95,0.19,10.15,83.15,,
2015,10,31,4.54,8.79,4.49,0.55,0.74,0.93,0.19,9.96,81.95,,
2015,11,1,4.43,8.61,4.38,0.54,0.73,0.93,0.19,9.91,81.39,,
2015,11,2,1.78,2.31,4.19,0.9,0.3,0.45,0.09,4.65,34.47,,
2015,11,3,3.28,4.09,4.29,1.49,0.55,0.67,0.13,7.8,60.93,,
2015,11,4,4.33,8.61,4.38,0.59,0.73,0.71,0.14,9.41,77.54,,
2015,11,5,4.21,7.51,4.29,0.77,0.72,0.73,0.15,9.21,75.62,,
2015,11,6,4.31,8.69,4.26,0.51,0.74,0.78,0.16,9.2,76.71,,
2015,11,7,4.24,8.51,4.2,0.54,0.74,0.78,0.16,9.06,75.61,,
2015,11,8,4.14,8.11,4.15,0.67,0.73,0.77,0.16,8.87,73.87,,
2015,11,9,3.5,5.24,4.07,1.1,0.62,0.7,0.14,8.09,64.47,,
2015,11,10,2.89,4.34,4.09,1.2,0.52,0.55,0.11,6.76,52.88,,
2015,11,11,4.19,8.7,4.19,0.57,0.76,0.7,0.14,8.8,73.03,,
2015,11,12,4.05,8.41,4.07,0.58,0.74,0.7,0.14,8.68,72.35,,
2015,11,13,4.07,8.68,4.03,0.47,0.75,0.66,0.13,8.55,71.92,,
2015,11,14,4.03,8.54,4,0.5,0.75,0.62,0.12,8.33,70.35,,
2015,11,15,2.17,3.05,3.8,1.19,0.41,0.43,0.09,5.34,41.08,,
2015,11,16,3.94,8.6,4,0.52,0.74,0.57,0.12,8.34,69.62,,
2015,11,17,3.9,8.35,3.87,0.49,0.74,0.64,0.13,8.34,70.08,,
2015,11,18,3.71,7.12,3.8,0.75,0.71,0.64,0.12,8.18,67.77,,
2015,11,19,3.8,8.08,3.77,0.48,0.73,0.66,0.13,8.15,68.63,,
2015,11,20,3.7,7.86,3.68,0.47,0.72,0.64,0.13,8.03,67.7,,
2015,11,21,3.74,8.05,3.7,0.48,0.73,0.61,0.12,7.84,66.59,,
2015,11,22,3.74,8.14,3.71,0.47,0.73,0.6,0.12,7.84,66.55,,
2015,11,23,3.7,8.04,3.66,0.48,0.73,0.6,0.12,7.77,65.91,,
2015,11,24,3.62,7.83,3.62,0.47,0.73,0.6,0.12,7.88,66.15,,
2015,11,25,2.86,5.08,3.64,0.96,0.58,0.49,0.1,6.34,51.71,,
2015,11,26,2.82,4.9,3.57,0.95,0.57,0.41,0.09,6.15,50.36,,
2015,11,27,3.38,6.73,3.55,0.68,0.69,0.46,0.09,7.02,59.19,,
2015,11,28,3.48,7.45,3.51,0.57,0.71,0.45,0.09,7.02,60.41,,
2015,11,29,3.64,8.22,3.6,0.46,0.75,0.46,0.09,7.11,61.62,,
2015,11,30,3.34,6.55,3.48,0.73,0.7,0.46,0.09,6.8,58.02,,
2015,12,1,3.48,7.71,3.46,0.5,0.73,0.5,0.1,7.09,61.02,,
2015,12,2,2.64,3.09,3.31,1.55,0.55,0.45,0.09,5.99,48.16,,
2015,12,3,2.59,3.03,3.35,1.45,0.55,0.45,0.09,5.87,46.99,,
2015,12,4,2.94,5.82,3.43,0.79,0.62,0.44,0.09,6.41,52.95,,
2015,12,5,2.47,2.23,3.45,1.75,0.52,0.38,0.08,5.59,44.05,,
2015,12,6,2.5,3.13,3.38,1.36,0.53,0.38,0.08,5.59,44.63,,
2015,12,7,2.99,4.36,3.24,1.19,0.64,0.45,0.09,6.59,54.77,,
2015,12,8,2.33,1.48,3.21,1.78,0.5,0.39,0.08,5.57,43.24,,
2015,12,9,1.98,2.15,3.19,1.21,0.43,0.36,0.07,4.73,36.6,,
2015,12,10,1.54,0.67,3.15,1.29,0.34,0.34,0.07,4.15,29.41,,
2015,12,11,2.34,3.89,3.26,0.86,0.51,0.35,0.07,5.27,42.48,,
2015,12,12,2.8,5.53,3.27,0.85,0.61,0.3,0.06,6.01,50.05,,
2015,12,13,2.28,3.64,3.18,1.05,0.5,-999,0.07,5.2,41.68,,
2015,12,14,2.63,4.92,3.31,0.91,0.58,0.32,0.06,5.8,47.08,,
2015,12,15,3.43,8.36,3.4,0.42,0.76,0.38,0.07,6.95,59.29,,
2015,12,16,3.37,7.85,3.36,0.46,0.74,0.41,0.08,6.93,58.8,,
2015,12,17,3.26,7.74,3.22,0.46,0.72,0.45,0.09,6.9,58.7,,
2015,12,18,3.29,7.76,3.28,0.46,0.73,0.48,0.09,6.83,58.03,,
2015,12,19,1.16,1.41,3.12,0.8,0.26,0.23,0.05,3.16,22.77,,
2015,12,20,2.41,4.24,3.22,1.03,0.53,0.38,0.08,5.58,44.5,,
2015,12,21,2.13,1.57,3.04,1.56,0.47,0.39,0.08,5.41,40.9,,
2015,12,22,1.94,1.9,3.07,1.31,0.43,0.35,0.07,4.92,37.09,,
2015,12,23,2.54,4.88,3.24,0.8,0.56,0.39,0.08,5.66,46.07,,
2015,12,24,2.99,6.24,3.23,0.68,0.66,0.41,0.09,6.36,53.48,,
2015,12,25,3.07,6.87,3.3,0.64,0.68,0.37,0.07,6.42,54.34,,
2015,12,26,3.3,7.56,3.4,0.58,0.73,0.38,0.08,6.68,56.91,,
2015,12,27,3.04,5.25,3.36,0.95,0.67,0.42,0.09,6.38,52.9,,
2015,12,28,1.79,2.07,3.26,1.12,0.39,0.26,0.05,4.28,32.67,,
2015,12,29,3.06,6.5,3.34,0.74,0.67,0.34,0.07,6.49,54.06,,
2015,12,30,3.41,8.26,3.36,0.4,0.74,0.4,0.08,6.87,59.44,,
2015,12,31,3.27,7.51,3.27,0.52,0.71,0.39,0.08,6.52,56.8,,
2016,1,1,3.09,5.87,3.33,0.8,0.67,0.4,0.08,6.37,53.73,,
2016,1,2,2.13,1.82,3.28,1.47,0.46,0.35,0.07,4.97,38.19,,
2016,1,3,2.23,1.25,3.15,1.75,0.48,0.36,0.07,5.28,40.68,,
2016,1,4,2.18,1.85,3.08,1.45,0.47,0.34,0.07,5.2,40.23,,
2016,1,5,1.22,0.9,3.26,0.86,0.26,0.23,0.05,3.27,23.38,,
2016,1,6,1.86,1.95,3.24,1.14,0.4,-999,0.06,4.53,34.7,,
2016,1,7,2.75,5.3,3.35,0.79,0.59,0.34,0.07,6.05,50.02,,
2016,1,8,2.55,4.05,3.41,0.99,0.54,0.32,0.06,5.7,45.88,,
2016,1,9,1.82,0.93,3.23,1.46,0.38,0.29,0.06,4.61,34.1,,
2016,1,10,1.71,1.11,3.22,1.34,0.36,0.27,0.05,4.35,32.26,,
2016,1,11,2.39,1.48,3.34,1.84,0.5,0.35,0.07,5.7,44.21,,
2016,1,12,3.32,6.35,3.52,0.78,0.69,0.41,0.09,6.8,57.47,,
2016,1,13,2.57,4.03,3.45,1.01,0.53,0.4,0.08,5.92,47.42,,
2016,1,14,3.06,3.48,3.56,1.64,0.62,0.48,0.1,6.77,54.59,,
2016,1,15,2.85,4.74,3.45,0.9,0.58,0.44,0.09,6.4,52.32,,
2016,1,16,3.04,3.67,3.41,1.48,0.61,0.48,0.09,7.02,57.05,,
2016,1,17,2.49,1.45,3.43,1.94,0.5,0.45,0.09,6.07,46.73,,
2016,1,18,2.46,3.08,3.51,1.2,0.48,0.42,0.09,5.89,46.21,,
2016,1,19,1.21,1.02,3.47,0.91,0.24,0.23,0.05,3.41,24.41,,
2016,1,20,2.36,2.37,3.68,1.47,0.46,0.41,0.09,5.66,43.3,,
2016,1,21,2.74,1.8,3.63,1.92,0.53,0.49,0.1,6.35,49.72,,
2016,1,22,2.89,2.29,3.63,1.9,0.55,0.54,0.11,6.74,53.11,,
2016,1,23,2.68,3.37,3.76,1.25,0.51,0.49,0.1,6.4,49.89,,
2016,1,24,2.74,2.66,3.81,1.68,0.52,0.45,0.09,6.48,50.34,,
2016,1,25,3.07,4.19,3.87,1.31,0.58,0.47,0.09,6.99,55.6,,
2016,1,26,3.97,8.07,4,0.58,0.73,0.52,0.1,8.24,69.53,,
2016,1,27,2.79,2.1,3.91,1.89,0.52,0.47,0.09,6.47,50.47,,
2016,1,28,3.28,3.88,3.96,1.71,0.6,0.53,0.11,7.29,58.67,,
2016,1,29,3.3,4.12,3.9,1.76,0.6,0.64,0.13,7.77,61.98,,
2016,1,30,1.67,1.02,3.91,1.2,0.3,0.42,0.09,4.55,32.34,,
2016,1,31,0.82,0.74,4,0.6,0.15,0.18,0.04,2.38,16.45,,
2016,2,1,4.28,8.93,4.31,0.5,0.76,0.59,0.12,8.93,74.67,,
2016,2,2,2.6,2.39,4.11,1.67,0.45,0.44,0.09,6.26,47.99,,
2016,2,3,4.13,7.76,4.12,0.69,0.72,0.58,0.12,8.84,74.09,,
2016,2,4,4.13,7.2,4.25,0.79,0.71,0.6,0.12,8.84,73.27,,
2016,2,5,4.29,8.22,4.27,0.62,0.73,0.62,0.12,9.09,76.2,,
2016,2,6,4.29,7.98,4.27,0.66,0.73,0.66,0.13,9.21,76.85,,
2016,2,7,4.38,8.22,4.36,0.64,0.73,0.73,0.15,9.45,78.42,,
2016,2,8,4.4,8.23,4.38,0.65,0.73,0.8,0.16,9.63,79.59,,
2016,2,9,4.43,7.67,4.48,0.82,0.73,0.8,0.16,9.68,79.5,,
2016,2,10,4.39,7.8,4.42,0.82,0.71,0.81,0.16,9.62,79.55,,
2016,2,11,4.3,6.43,4.51,1.17,0.7,0.84,0.17,9.41,76.91,,
2016,2,12,3.87,4.14,4.39,1.79,0.62,0.79,0.16,8.72,70.32,,
2016,2,13,4.3,6.75,4.48,1.03,0.68,0.82,0.16,9.52,77.91,,
2016,2,14,4.17,5.41,4.7,1.73,0.65,0.84,0.17,9.72,76.4,,
2016,2,15,4.82,8.77,4.82,0.67,0.75,0.98,0.2,10.73,86.43,,
2016,2,16,4.88,8.8,4.85,0.66,0.75,1.06,0.21,10.73,87.05,,
2016,2,17,1.06,0.5,4.59,0.83,0.16,0.35,0.07,3.23,21.78,,
2016,2,18,4.71,8.03,5.01,0.98,0.71,1.05,0.21,10.9,86.01,,
2016,2,19,5.05,9.07,5.05,0.62,0.76,0.96,0.2,11.38,91.24,,
2016,2,20,4.07,5.38,5,1.51,0.6,0.88,0.18,9.62,74.78,,
2016,2,21,4.38,5.94,5.07,1.52,0.64,0.91,0.18,10.12,79.33,,
2016,2,22,4.97,7.57,5.2,1.3,0.72,1.03,0.21,11.05,88.51,,
2016,2,23,4.54,5.05,5.17,1.98,0.66,0.94,0.19,10.3,81.33,,
2016,2,24,5.1,8.04,5.19,1.1,0.73,0.95,0.19,11.18,90.66,,
2016,2,25,5.23,8.77,5.21,0.75,0.74,0.96,0.2,11.44,93.09,,
2016,2,26,4.79,5.15,5.15,1.85,0.67,1,0.2,10.88,86.75,,
2016,2,27,4.99,7.68,5.26,1.04,0.7,1.02,0.2,11.52,91.63,,
2016,2,28,4.16,2.59,5.29,2.87,0.57,0.91,0.18,10.02,76.98,,
2016,2,29,5.35,8.53,5.37,0.91,0.73,1.14,0.23,12.05,97.01,,
2016,3,1,5.4,8.07,5.48,0.96,0.73,1.19,0.24,12.24,97.81,,
2016,3,2,5.42,7.55,5.64,1.52,0.73,1.22,0.24,12.01,95.93,,
2016,3,3,4.35,2.13,5.45,3.12,0.58,1.13,0.22,10.49,80.59,,
2016,3,4,3.77,2.32,5.38,2.54,0.5,1.03,0.2,9.76,72.7,,
2016,3,5,1.75,0.67,5.34,1.4,0.23,0.55,0.11,5.27,35.95,,
2016,3,6,4.82,7.04,5.77,1.21,0.62,1.11,0.22,11.38,88.46,,
2016,3,7,3.32,2.24,5.82,2.17,0.43,0.81,0.16,8.66,63.15,,
2016,3,8,4.79,5.67,5.87,1.81,0.61,0.93,0.19,11.46,88.12,,
2016,3,9,5.53,7.5,5.73,1.44,0.7,1.23,0.25,13.05,102.87,,
2016,3,10,5.87,8.62,5.99,1.16,0.73,1.41,0.28,13.48,106.27,,
2016,3,11,2.2,1.3,5.82,1.51,0.27,0.62,0.12,6.14,43.52,,
2016,3,12,5.03,5.83,5.96,1.96,0.62,1,0.2,11.8,92.23,,
2016,3,13,3.27,1.82,5.78,2.27,0.4,0.94,0.19,8.66,63.08,,
2016,3,14,4.27,4.82,6.08,1.96,0.52,1.15,0.23,10.55,79.95,,
2016,3,15,5.86,8.2,6.12,1.09,0.71,1.43,0.29,13.62,107.2,,
2016,3,16,6.17,9.52,6.15,0.73,0.74,1.46,0.3,14.2,112.74,,
2016,3,17,6.22,9.54,6.21,0.73,0.74,1.55,0.31,14.42,114.06,,
2016,3,18,6.22,8.73,6.31,1.13,0.73,1.59,0.32,14.45,113.52,,
2016,3,19,5.92,6.19,6.38,2.65,0.7,1.55,0.3,13.74,107.88,,
2016,3,20,6.15,8.09,6.41,1.66,0.72,1.55,0.31,14.42,112.97,,
2016,3,21,4.6,2.76,6.38,3.25,0.53,1.24,0.24,11.48,86.4,,
2016,3,22,6.29,9.23,6.76,1.09,0.73,1.42,0.28,14.62,113.28,,
2016,3,23,6.54,9.22,6.81,1.37,0.75,1.47,0.3,15.09,117.51,,
2016,3,24,6.59,9.64,6.6,0.85,0.75,1.58,0.32,15.22,119.95,,
2016,3,25,6.56,9.27,6.61,0.98,0.74,1.58,0.32,15.4,120.5,,
2016,3,26,6.77,10.11,6.77,0.73,0.76,1.61,0.32,15.73,123.21,,
2016,3,27,6.44,8.06,6.73,1.53,0.72,1.57,0.31,15.31,119.1,,
2016,3,28,5.7,6.16,7.01,1.94,0.63,1.37,0.27,13.77,104.16,,
2016,3,29,6.25,8.59,7.02,1.16,0.69,1.31,0.27,14.79,114.01,,
2016,3,30,6.8,9.7,6.96,0.97,0.74,1.36,0.27,15.68,122.77,,
2016,3,31,6.86,9.71,6.97,0.95,0.74,1.51,0.3,16.12,125.72,,
2016,4,1,6.91,9.95,6.9,0.79,0.74,1.7,0.34,16.27,127.34,,
2016,4,2,6.86,9.75,6.93,0.82,0.73,1.71,0.34,16.09,126.27,,
2016,4,3,6.36,6.68,7.12,2.27,0.68,1.63,0.32,15.3,117.09,,
2016,4,4,7.15,10.46,7.14,0.76,0.76,1.73,0.35,16.79,130.91,,
2016,4,5,7.07,10.12,7.07,0.77,0.74,1.64,0.33,16.39,128.95,,
2016,4,6,5.61,2.49,7.05,3.9,0.59,1.41,0.28,13.07,100.84,,
2016,4,7,4.64,1.89,6.66,3.35,0.48,1.34,0.27,11.58,88.16,,
2016,4,8,2.55,0.97,6.43,1.92,0.27,0.84,0.16,7.18,51.45,,
2016,4,9,4.37,2.59,7.02,2.61,0.45,1.37,0.27,11.58,84.23,,
2016,4,10,4.49,2.97,7.06,2.44,0.46,1.32,0.27,11.66,85.4,,
2016,4,11,5.25,4.64,7.11,2.32,0.54,1.48,0.3,13.16,98.48,,
2016,4,12,5.96,6.3,7.22,1.74,0.6,1.56,0.31,14.63,110.86,,
2016,4,13,5.76,5.89,7.34,1.85,0.59,1.52,0.3,14.08,106.3,,
2016,4,14,7.41,10.04,7.63,1.05,0.74,1.82,0.37,17.45,134.54,,
2016,4,15,7.67,10.49,7.85,0.95,0.77,1.88,0.38,17.92,137.41,,
2016,4,16,7.92,11.55,7.96,0.66,0.79,2.06,0.41,18.41,141.48,,
2016,4,17,7.98,11.57,7.99,0.71,0.79,2.14,0.42,18.23,141.1,,
2016,4,18,7.75,10.98,7.78,0.75,0.77,2.05,0.41,18.16,140.56,,
2016,4,19,6.98,6.34,7.78,2.46,0.69,1.88,0.38,16.77,127.21,,
2016,4,20,7.66,9.65,7.96,1.54,0.75,1.96,0.39,17.69,136.48,,
2016,4,21,7.28,7.92,7.76,2.22,0.71,2.02,0.41,17.44,134.01,,
2016,4,22,6.67,7.91,7.8,1.53,0.65,1.93,0.38,16.48,124.39,,
2016,4,23,7.54,10.07,7.98,1.15,0.73,1.99,0.4,17.96,137.47,,
2016,4,24,5.94,4.92,7.69,2.63,0.57,1.61,0.32,14.77,111.12,,
2016,4,25,6.42,7.16,8.06,2.04,0.62,1.45,0.29,15.43,116.84,,
2016,4,26,7.5,8.04,7.97,2.44,0.72,1.71,0.34,17.8,136.94,,
2016,4,27,7.28,8.45,7.93,1.39,0.7,1.84,0.37,17.58,133.8,,
2016,4,28,6.07,6.14,7.89,2.03,0.58,1.45,0.29,15.04,112.89,,
2016,4,29,7.94,9.95,8.01,1.24,0.75,1.8,0.36,18.72,144.64,,
2016,4,30,7.82,9.68,8.01,1.12,0.73,1.85,0.38,18.65,143.26,,
2016,5,1,6.99,8.21,7.92,1.3,0.66,1.59,0.32,16.88,129.04,,
2016,5,2,7.42,9.02,7.85,1.28,0.7,1.84,0.37,17.81,137.71,,
2016,5,3,6.1,4.58,7.67,3.17,0.57,1.59,0.32,14.61,113.33,,
2016,5,4,5.05,2.67,7.78,3.38,0.47,1.45,0.29,12.93,96.39,,
2016,5,5,5.26,2.95,7.99,3.13,0.48,1.53,0.3,13.73,99.88,,
2016,5,6,5.2,3.15,7.89,2.99,0.48,1.41,0.28,13.56,99.67,,
2016,5,7,6.05,4.32,7.96,2.99,0.55,1.57,0.31,15.31,113.83,,
2016,5,8,5.38,4.34,7.92,2.12,0.49,1.48,0.3,13.86,101.85,,
2016,5,9,7.83,9.38,8.08,1.45,0.72,2.01,0.41,19.15,146.4,,
2016,5,10,8.16,10.04,8.22,1.29,0.74,2.14,0.43,19.39,149.38,,
2016,5,11,7.87,9.27,8.2,1.58,0.72,2.13,0.42,18.78,144.69,,
2016,5,12,8.24,10.43,8.35,1.09,0.75,2.2,0.44,19.32,149.19,,
2016,5,13,8.11,9.79,8.33,1.47,0.73,2.28,0.45,19.3,148.52,,
2016,5,14,8.28,10.28,8.45,1.42,0.75,2.38,0.47,19.9,152.21,,
2016,5,15,8.26,10.56,8.43,1.07,0.74,2.23,0.45,20.12,153.09,,
2016,5,16,8.43,11.31,8.46,0.83,0.76,2.23,0.45,20.44,156.23,,
2016,5,17,8.21,10.6,8.32,0.98,0.73,2.06,0.41,19.66,151.56,,
2016,5,18,8.36,11.13,8.42,0.89,0.75,2.13,0.43,20.23,155.13,,
2016,5,19,8.46,11.05,8.54,1.01,0.76,2.33,0.47,20.48,156.16,,
2016,5,20,7.68,7.18,8.66,2.9,0.69,2.16,0.43,18.96,142.15,,
2016,5,21,8.46,10.92,8.83,1.09,0.75,2.16,0.43,20.48,153.93,,
2016,5,22,8.57,11.29,8.68,1.02,0.76,2.1,0.42,20.58,156.99,,
2016,5,23,8.31,10.47,8.59,1.11,0.73,2.17,0.44,20.16,153.46,,
2016,5,24,6.94,7.3,8.53,1.97,0.62,1.83,0.37,17.43,130.12,,
2016,5,25,6.64,5.6,8.38,2.62,0.59,1.74,0.35,16.52,124.72,,
2016,5,26,8.33,10.29,8.45,1.18,0.73,2.11,0.42,20.29,155.27,,
2016,5,27,8.48,10.9,8.53,1.02,0.75,2.28,0.45,20.48,157.13,,
2016,5,28,7.58,7.17,8.39,2.49,0.66,2.05,0.41,18.5,141.39,,
2016,5,29,8.2,9.74,8.39,1.38,0.72,2.07,0.41,19.66,151.79,,
2016,5,30,8.32,10.12,8.45,1.17,0.73,2.18,0.44,20.08,154.48,,
2016,5,31,8.33,10.43,8.44,1.12,0.73,2.26,0.45,20.23,155.47,,
2016,6,1,8.4,9.85,8.67,1.7,0.73,2.26,0.45,20.04,153.86,,
2016,6,2,8.62,10.42,8.87,1.53,0.75,2.38,0.48,20.78,157.86,,
2016,6,3,8.67,11.04,8.8,1.15,0.76,2.37,0.47,20.48,157.38,,
2016,6,4,8.39,9.69,8.7,1.6,0.73,2.52,0.5,20.24,154.56,,
2016,6,5,8.78,11.5,8.84,0.97,0.77,2.8,0.55,21.13,161.09,,
2016,6,6,8.63,10.43,8.94,1.64,0.75,2.76,0.54,20.61,156.44,,
2016,6,7,8.66,11,8.78,1.18,0.75,2.76,0.54,20.79,159.06,,
2016,6,8,7.97,7.4,8.85,2.73,0.7,2.62,0.52,19.61,147.66,,
2016,6,9,7.87,6.35,8.79,3.15,0.68,2.52,0.5,19.38,146.15,,
2016,6,10,6.56,3.03,8.56,4.49,0.57,2.12,0.42,16.45,123.5,,
2016,6,11,7.83,8.4,8.31,1.81,0.68,2.38,0.47,19.5,149.02,,
2016,6,12,7.94,8.62,8.32,1.79,0.69,2.18,0.44,19.33,149.16,,
2016,6,13,8.54,10.98,8.59,0.99,0.74,2.3,0.46,20.97,160.35,,
2016,6,14,8.85,11.8,8.94,0.84,0.77,2.44,0.48,21.46,162.99,,
2016,6,15,8.86,12,8.91,0.75,0.77,2.62,0.52,21.77,164.72,,
2016,6,16,8.78,11.79,8.86,0.79,0.76,2.76,0.55,21.74,164.38,,
2016,6,17,8.73,11.87,8.78,0.73,0.76,2.84,0.55,21.83,165.02,,
2016,6,18,8.49,9.86,8.83,1.68,0.73,2.89,0.56,21.12,159.3,,
2016,6,19,8.6,11.11,8.78,1.06,0.74,3,0.58,21.42,161.95,,
2016,6,20,8.59,11.2,8.68,0.89,0.74,3.05,0.59,21.56,163.11,,
2016,6,21,8.55,10.79,8.66,1.1,0.74,2.98,0.58,21.07,160.55,,
2016,6,22,8.77,11.44,8.88,0.94,0.76,-999,0.58,21.55,162.8,,
2016,6,23,8.81,11.33,8.92,1.03,0.77,2.86,0.55,21.19,161.48,,
2016,6,24,8.85,11.75,8.93,0.85,0.77,2.83,0.55,21.52,163.34,,
2016,6,25,8.62,10.89,8.75,1.11,0.75,2.73,0.53,20.85,159.29,,
2016,6,26,8.73,10.95,8.81,1.13,0.76,2.79,0.54,20.59,158.41,,
2016,6,27,8.3,9.89,8.39,1.35,0.72,2.73,0.53,20.1,155.42,,
2016,6,28,6.95,6.19,8.17,2.66,0.6,2.37,0.46,17.37,133.16,,
2016,6,29,8.48,10.43,8.62,1.09,0.73,2.85,0.55,20.87,158.76,,
2016,6,30,8.98,11.88,9.12,0.86,0.78,2.98,0.58,21.51,162.38,,
2016,7,1,8.63,11.22,8.72,0.95,0.75,2.85,0.55,21.02,160.18,,
2016,7,2,8.66,11.05,8.78,1.02,0.76,2.77,0.54,20.95,159.44,,
2016,7,3,8.67,11.13,8.83,1.02,0.76,2.68,0.52,20.91,159.17,,
2016,7,4,8.84,11.48,8.94,0.96,0.77,2.8,0.55,21.12,160.62,,
2016,7,5,8.73,11.51,8.82,0.9,0.77,2.96,0.57,21.32,161.59,,
2016,7,6,8.75,11.57,8.85,0.87,0.77,2.88,0.56,21.34,161.55,,
2016,7,7,8.67,11.54,8.79,0.84,0.76,2.88,0.56,21.3,161.18,,
2016,7,8,8.66,11.44,8.74,0.88,0.76,-999,0.59,21.43,161.6,,
2016,7,9,8.02,8.81,8.59,1.84,0.7,2.97,0.57,20.23,151.91,,
2016,7,10,8.68,11.35,8.97,0.91,0.77,3.07,0.59,21.21,159.03,,
2016,7,11,8.65,11.68,8.74,0.8,0.77,2.93,0.57,21.31,161.07,,
2016,7,12,8.73,11.72,8.85,0.81,0.77,2.95,0.57,21.37,161.02,,
2016,7,13,8.67,11.58,8.75,0.88,0.77,2.96,0.57,21.11,160,,
2016,7,14,8.42,10.66,8.57,0.93,0.74,2.94,0.57,21.05,158.56,,
2016,7,15,8.54,11.14,8.61,0.93,0.76,2.91,0.56,21.05,159.28,,
2016,7,16,8.62,11.28,8.75,0.96,0.77,2.85,0.55,20.98,158.52,,
2016,7,17,8.64,11.61,8.74,0.79,0.77,2.93,0.57,21.2,159.72,,
2016,7,18,8.58,11.66,8.68,0.81,0.77,2.88,0.56,21.12,159.27,,
2016,7,19,8.65,11.97,8.69,0.69,0.77,2.91,0.56,21.21,160.36,,
2016,7,20,8.54,11.44,8.62,0.85,0.77,2.92,0.56,20.96,158.48,,
2016,7,21,8.41,10.77,8.58,1.09,0.76,2.92,0.56,20.67,156.14,,
2016,7,22,8.43,11.22,8.49,0.87,0.76,2.99,0.58,20.9,158.05,,
2016,7,23,8.32,10.99,8.47,0.86,0.75,2.97,0.57,20.71,156.1,,
2016,7,24,8.31,10.8,8.44,0.95,0.75,-999,0.57,20.69,155.61,,
2016,7,25,8.19,10.34,8.29,1.12,0.74,2.8,0.55,20.16,153.35,,
2016,7,26,8.08,10.3,8.11,1.07,0.73,2.79,0.54,20.09,153.24,,
2016,7,27,7.9,9.82,7.95,1.19,0.72,2.75,0.53,19.75,151.03,,
2016,7,28,7.79,9.24,7.83,1.43,0.71,2.65,0.52,19.14,147.81,,
2016,7,29,7.82,9.39,7.88,1.31,0.72,2.66,0.52,19.2,147.62,,
2016,7,30,7.55,8.48,7.63,1.58,0.7,2.54,0.49,18.62,144.12,,
2016,7,31,7.67,8.84,7.83,1.42,0.7,2.55,0.5,19.16,146.2,,
2016,8,1,7.89,9.97,7.95,1.14,0.73,2.49,0.49,19.6,149.7,,
2016,8,2,7.87,9.89,7.97,1.15,0.73,2.42,0.48,19.3,147.84,,
2016,8,3,8.06,10.16,8.1,1.21,0.75,2.43,0.48,19.24,148.08,,
2016,8,4,8.08,10.44,8.14,1.03,0.75,2.49,0.48,19.06,146.96,,
2016,8,5,8.13,10.86,8.2,0.93,0.76,2.61,0.51,19.62,149.59,,
2016,8,6,8.18,11.04,8.22,0.89,0.77,2.63,0.52,19.59,149.62,,
2016,8,7,8.14,11,8.26,0.92,0.77,2.63,0.52,19.58,148.78,,
2016,8,8,8.23,11.62,8.26,0.74,0.77,2.56,0.5,19.73,150.17,,
2016,8,9,8.12,11.31,8.16,0.78,0.77,-999,0.51,19.73,149.55,,
2016,8,10,8.06,10.94,8.14,0.91,0.77,2.45,0.48,19.44,147.88,,
2016,8,11,8.01,10.89,8.11,0.92,0.77,2.36,0.47,19.3,146.98,,
2016,8,12,8,10.94,8.04,0.88,0.77,2.45,0.48,19.26,147.04,,
2016,8,13,7.72,10.22,7.78,1.03,0.74,2.42,0.48,18.75,143.86,,
2016,8,14,7.75,10.43,7.78,0.95,0.75,2.52,0.49,18.96,144.83,,
2016,8,15,7.93,10.73,8.04,0.96,0.77,2.47,0.48,18.9,144.06,,
2016,8,16,7.91,10.51,8.01,1.05,0.77,2.39,0.47,18.63,142.55,,
2016,8,17,7.95,10.62,8,1.01,0.77,2.34,0.46,18.32,141.27,,
2016,8,18,7.76,9.87,7.91,1.23,0.76,2.28,0.45,18.06,138.89,,
