-BEGIN HEADER-,,,,,,,,,,,San Francisco
2019,11,18,3.31,6.56,3.31,0.69,0.68,0.55,0.11,6.98,60.21
2019,11,19,3.24,5.87,3.45,0.93,0.66,0.52,0.11,7.05,58.88
2019,11,20,3.35,6.79,3.36,0.67,0.7,0.45,0.09,7.01,60.09
2019,11,21,3.09,5.54,3.23,0.91,0.65,0.4,0.08,6.48,55.35
2019,11,22,3.23,6.66,3.22,0.63,0.68,0.43,0.09,6.7,58.1
2019,11,23,3.25,6.98,3.21,0.54,0.7,0.41,0.09,6.66,58.11
2019,11,24,3.13,5.95,3.19,0.84,0.67,0.41,0.08,6.4,55.42
2019,11,25,3.39,7.67,3.36,0.51,0.73,0.42,0.09,6.84,59.29
2019,11,26,1.03,0.85,3.14,0.81,0.23,0.18,0.04,2.81,19.64
2019,11,27,1.92,1.62,3.19,1.28,0.42,0.24,0.05,4.59,35.13
2019,11,28,2.54,4.05,3.14,0.99,0.56,0.23,0.04,5.45,45.23
2019,11,29,2.25,3.01,3.03,1.14,0.5,0.22,0.04,4.9,39.92
2019,11,30,0.56,0.39,2.98,0.44,0.12,0.09,0.02,1.68,10.98
2019,12,1,0.71,0.44,2.91,0.57,0.16,0.13,0.02,2.12,14.26
2019,12,2,1.02,0.82,2.86,0.77,0.23,0.17,0.03,2.88,20.15
2019,12,3,2.12,2.73,2.76,1.11,0.48,0.28,0.05,4.95,39.85
2019,12,4,0.91,0.52,2.79,0.74,0.21,0.16,0.03,2.63,18.27
2019,12,5,1.38,0.79,2.82,1.12,0.32,0.23,0.05,3.66,26.45
2019,12,6,1.51,1.4,2.84,1.04,0.35,0.23,0.05,3.85,28.76
2019,12,7,1.3,1.02,2.86,0.95,0.3,0.2,0.04,3.49,25.08
2019,12,8,2.19,2.81,2.86,1.25,0.51,0.28,0.05,5.05,40.78
2019,12,9,1.69,1.4,2.91,1.18,0.4,0.26,0.05,4.2,31.43
2019,12,10,1.87,1.97,2.85,1.16,0.44,0.27,0.05,4.43,34.46
2019,12,11,0.91,0.71,2.64,0.66,0.22,0.15,0.03,2.52,17.77
2019,12,12,1.16,0.84,2.62,0.89,0.27,0.2,0.04,3.09,22.2
2019,12,13,1.28,1.03,2.6,0.96,0.3,0.23,0.05,3.34,24.42
2019,12,14,2.77,5.19,2.94,0.81,0.66,0.34,0.07,5.76,49.41
2019,12,15,2.77,5.74,2.93,0.7,0.66,0.29,0.05,5.74,49.69
2019,12,16,2.93,6.44,2.96,0.53,0.7,0.3,0.06,5.88,51.73
2019,12,17,1.78,0.83,2.89,1.49,0.42,0.23,0.05,4.25,32.27
2019,12,18,1.27,0.97,2.7,0.92,0.3,0.16,0.03,3.3,24.17
2019,12,19,1.81,1.86,2.74,1.12,0.44,0.22,0.05,4.38,34.1
2019,12,20,2.1,1.39,2.72,1.59,0.51,0.25,0.05,4.74,38.45
2019,12,21,1.51,0.68,2.78,1.27,0.36,0.2,0.04,3.75,28.02
2019,12,22,1.9,2.37,2.82,0.98,0.45,0.22,0.05,4.41,34.95
2019,12,23,2.76,5.92,2.88,0.72,0.66,0.26,0.05,5.55,48.46
2019,12,24,1.78,0.96,2.81,1.45,0.43,0.22,0.05,4.33,32.8
2019,12,25,0.8,0.4,2.78,0.66,0.19,0.11,0.02,2.23,15.19
2019,12,26,2.91,6.56,2.93,0.55,0.7,0.26,0.05,5.76,50.86
2019,12,27,2.8,5.3,2.95,1.03,0.66,0.24,0.05,5.61,48.91
2019,12,28,2.85,6.35,2.87,0.6,0.68,0.28,0.05,5.79,51.03
2019,12,29,0.8,0.43,2.69,0.65,0.19,0.12,0.02,2.24,15.43
2019,12,30,2.84,6.26,2.82,0.56,0.67,0.24,0.05,5.67,50.41
2019,12,31,2.55,3.87,2.88,1.26,0.6,0.24,0.05,5.41,45.89
2020,1,1,1.7,1.27,2.81,1.22,0.4,0.21,0.04,4.28,32.31
2020,1,2,2.86,5.2,2.99,0.99,0.67,0.3,0.05,5.88,50.95
2020,1,3,2.68,3.49,2.96,1.45,0.62,0.3,0.06,5.55,47.16
2020,1,4,2.48,3.32,2.94,1.2,0.58,0.28,0.05,5.28,43.98
2020,1,5,3.06,7.3,3.04,0.47,0.7,0.32,0.06,6.19,54.72
2020,1,6,3.05,7.11,3.04,0.49,0.7,0.31,0.06,6.18,54.57
2020,1,7,2.73,4.45,3.04,1.16,0.62,0.29,0.05,5.68,48.3
2020,1,8,2.11,1.87,3.02,1.41,0.48,0.24,0.05,4.91,38.66
2020,1,9,2.4,3.71,3.04,1.02,0.54,0.23,0.05,5.16,42.6
2020,1,10,3,5.91,3.05,0.73,0.67,0.29,0.05,6.1,53.37
2020,1,11,2.93,5.52,3.11,0.84,0.66,0.3,0.05,6.08,52.11
2020,1,12,2.47,2.71,3.13,1.41,0.55,0.26,0.05,5.56,45.13
2020,1,13,2.7,4.46,3.1,1.01,0.59,0.29,0.05,5.92,49.38
2020,1,14,2.76,4.29,3.14,1.12,0.6,0.27,0.05,5.85,49.12
2020,1,15,2.13,0.98,3.17,1.76,0.46,0.23,0.05,5.11,39.2
2020,1,16,1.17,1.12,3.21,0.79,0.25,0.16,0.03,3.07,22.43
2020,1,17,2.81,2.77,3.22,1.66,0.6,0.32,0.06,6.09,50.3
2020,1,18,2.73,2.91,3.27,1.58,0.58,0.37,0.08,5.93,48.41
2020,1,19,1.68,0.68,3.4,1.41,0.35,0.29,0.06,4.3,31.2
2020,1,20,1.71,0.86,3.13,1.36,0.36,0.28,0.05,4.34,32.15
2020,1,21,1.22,0.6,3.19,0.98,0.25,0.23,0.05,3.52,24.34
2020,1,22,2.9,4.41,3.26,1.13,0.59,0.41,0.09,6.5,53.82
2020,1,23,1.86,0.86,3.31,1.52,0.38,0.34,0.07,4.91,35.82
2020,1,24,2.73,3.51,3.32,1.3,0.55,0.4,0.08,6.27,50.75
2020,1,25,2.21,1.87,3.31,1.45,0.45,0.34,0.07,5.57,42.45
2020,1,26,2.82,3.3,3.52,1.55,0.55,0.39,0.08,6.39,51.21
2020,1,27,2.61,2.76,3.6,1.54,0.52,0.37,0.07,6.2,48.38
2020,1,28,2.03,1.56,3.57,1.41,0.4,0.3,0.06,5.11,38.34
2020,1,29,3.03,3.4,3.58,1.64,0.59,0.41,0.09,6.95,55.93
2020,1,30,2.51,2.01,3.61,1.63,0.48,0.38,0.08,6.26,47.65
2020,1,31,3.42,4.92,3.58,1.25,0.65,0.46,0.09,7.36,61.58
2020,2,1,3.09,3.83,3.73,1.5,0.58,0.45,0.09,7,56.31
2020,2,2,3.68,6.56,4,0.89,0.68,0.51,0.1,7.95,65.02
2020,2,3,4.1,8.64,4.08,0.53,0.75,0.52,0.1,8.55,71.88
2020,2,4,3.9,6.37,4.1,1.27,0.71,0.48,0.09,8.31,68.69
2020,2,5,3.89,7.18,3.92,0.69,0.7,0.53,0.1,8.58,71.34
2020,2,6,4,7.78,3.99,0.65,0.71,0.63,0.12,8.69,72.56
2020,2,7,3.85,6.31,4.14,1.15,0.68,0.62,0.12,8.42,68.84
2020,2,8,4.2,7.96,4.24,0.74,0.73,0.61,0.12,8.98,74.34
2020,2,9,4.4,8.97,4.38,0.56,0.76,0.62,0.12,9.26,77.02
2020,2,10,4.46,9.13,4.42,0.5,0.77,0.59,0.12,9.32,77.61
2020,2,11,4.41,8.91,4.37,0.5,0.75,0.62,0.12,9.42,78.33
2020,2,12,4.29,7.9,4.32,0.78,0.72,0.67,0.13,9.2,76.37
2020,2,13,2.34,1.98,4.29,1.44,0.39,0.47,0.09,6.05,44.25
2020,2,14,3.7,4.48,4.31,1.62,0.61,0.6,0.12,8.43,67.3
2020,2,15,4.18,6.11,4.33,1.26,0.68,0.7,0.14,9.38,76.46
2020,2,16,4.02,4.58,4.43,1.78,0.65,0.71,0.14,9.23,74.03
2020,2,17,4.47,7.09,4.67,1.02,0.71,0.73,0.15,9.62,78.37
2020,2,18,4.79,8.82,4.75,0.64,0.76,0.76,0.16,10.13,83.79
2020,2,19,4.64,7.47,4.73,0.97,0.73,0.75,0.15,10.01,82.14
2020,2,20,4.24,4.35,4.57,1.94,0.66,0.7,0.14,9.25,75.36
2020,2,21,3.85,4.26,4.55,1.71,0.59,0.66,0.13,8.74,69.8
2020,2,22,2.96,2.54,4.53,1.68,0.45,0.59,0.12,7.16,54.91
2020,2,23,3.76,4.16,4.71,1.76,0.56,0.75,0.15,8.99,70.3
2020,2,24,5.07,9.05,5.08,0.61,0.76,0.91,0.18,11.09,90.12
2020,2,25,5.07,9.22,5.05,0.53,0.75,0.94,0.19,11.29,91.88
2020,2,26,5.01,8.76,4.98,0.61,0.73,0.98,0.2,11.13,91.05
2020,2,27,4.7,6.06,5,1.49,0.68,0.95,0.19,10.37,83.81
2020,2,28,3.35,1.71,4.84,2.4,0.48,0.76,0.15,8.21,62.28
2020,2,29,4.99,6.92,5.25,1.18,0.71,0.98,0.2,11.16,89.07
2020,3,1,3.72,3.01,5.14,2.34,0.52,0.76,0.15,8.93,68.41
2020,3,2,5.48,9.64,5.47,0.52,0.77,0.9,0.18,12.09,97.35
2020,3,3,5.38,9.11,5.36,0.6,0.74,1.05,0.21,12.15,97.7
2020,3,4,5.31,8.22,5.33,0.89,0.73,1.04,0.21,11.66,94.64
2020,3,5,2.81,2.19,5.18,1.56,0.38,0.71,0.14,7.24,52.93
2020,3,6,2.81,1.13,5.32,2.15,0.38,0.73,0.15,7.62,54.38
2020,3,7,3.6,3.35,5.48,1.9,0.48,0.85,0.17,9.11,68.12
2020,3,8,3.49,1.34,5.46,2.72,0.46,0.77,0.16,9.06,66.59
2020,3,9,4.13,2.84,5.35,2.51,0.54,0.8,0.16,10.15,77.55
2020,3,10,4.23,3.88,5.4,2.1,0.55,0.76,0.15,10.16,78.76
2020,3,11,5.45,7.64,5.58,1.1,0.7,0.95,0.19,12.7,100.48
2020,3,12,4.84,5.75,5.69,1.67,0.62,1.02,0.2,11.67,90.24
2020,3,13,3.58,2.86,5.76,1.95,0.45,0.93,0.19,9.27,68.04
2020,3,14,2.64,1.29,5.7,1.95,0.33,0.72,0.14,7.47,52.36
2020,3,15,3.84,3.15,6,2.12,0.48,0.81,0.16,9.66,71.87
2020,3,16,5.09,5.79,6.03,1.79,0.62,0.92,0.19,11.92,92.91
2020,3,17,4.49,3.46,6.04,2.52,0.55,0.85,0.17,10.83,82.48
2020,3,18,3.28,2.13,5.92,2.03,0.4,0.73,0.15,8.45,61.89
2020,3,19,5.41,6.26,5.91,1.72,0.66,1.01,0.2,12.16,97.49
2020,3,20,5.6,7.57,6.1,1.3,0.67,1.05,0.21,12.62,100.96
2020,3,21,4.47,4.61,6.06,1.87,0.53,0.91,0.18,10.73,82.81
2020,3,22,4.19,3.48,6.12,2.07,0.49,0.92,0.19,10.59,79.16
2020,3,23,2.12,0.98,6.19,1.54,0.25,0.59,0.12,6.18,42.09
2020,3,24,3.54,2.52,6.35,2.13,0.41,0.93,0.19,9.22,67.1
2020,3,25,5.91,6.73,6.45,2,0.68,1.19,0.24,13.51,106.62
2020,3,26,6.08,7.76,6.47,1.42,0.7,1.09,0.22,13.71,108.91
2020,3,27,4.58,3.6,6.45,2.39,0.52,0.98,0.2,11.37,84.84
2020,3,28,3.33,1.18,5.63,2.56,0.38,0.83,0.16,8.49,64.01
2020,3,29,4.42,3.59,6.28,2.3,0.49,1.03,0.2,10.91,82.86
2020,3,30,5.37,5.33,6.36,2.07,0.6,1.23,0.25,12.91,100.37
2020,3,31,5.65,5.25,6.54,2.45,0.62,1.41,0.28,13.96,107.12
2020,4,1,7.04,10.81,7.02,0.66,0.77,1.58,0.32,16.08,127.36
2020,4,2,7.22,11.41,7.19,0.55,0.79,1.55,0.31,16.3,129.21
2020,4,3,6.91,9.46,6.99,0.97,0.75,1.5,0.3,16.11,126.86
2020,4,4,2.57,1.06,6.59,1.93,0.27,0.77,0.15,7.63,52.32
2020,4,5,3.79,1.58,6.94,2.79,0.41,1,0.2,10.51,73.76
2020,4,6,2.31,0.81,6.92,1.82,0.25,0.59,0.11,6.94,47.87
2020,4,7,6.96,9.29,7.08,1.09,0.73,1.2,0.24,15.73,125.1
2020,4,8,3.39,1.54,6.57,2.37,0.36,0.82,0.16,9.03,65.51
2020,4,9,4.11,2.19,6.79,2.74,0.43,1.1,0.22,10.8,79.12
2020,4,10,6.37,7.03,6.85,1.81,0.66,1.47,0.3,15,118.15
2020,4,11,2.92,1.46,7.02,1.97,0.3,0.92,0.18,8.38,58.22
2020,4,12,3.98,2.43,7.09,2.43,0.41,1.09,0.22,10.41,75.37
2020,4,13,7.25,9.01,7.51,1.3,0.74,1.56,0.31,16.68,130.53
2020,4,14,7.62,10.94,7.68,0.76,0.77,1.63,0.33,17.38,136.89
2020,4,15,6.97,8.29,7.47,1.63,0.7,1.57,0.31,16.42,127.89
2020,4,16,4.11,2.19,7.18,2.58,0.41,1.17,0.23,10.95,78.88
2020,4,17,3.37,1.3,7.19,2.48,0.34,0.98,0.2,9.37,66.05
2020,4,18,5.36,4.51,7.39,2.55,0.53,1.37,0.27,13.23,99.83
2020,4,19,5.64,5.21,7.37,2.24,0.56,1.41,0.28,13.52,103.74
2020,4,20,5.83,4.09,7.34,3.04,0.58,1.54,0.3,14.34,109
2020,4,21,6.7,7.26,7.54,1.71,0.66,1.66,0.34,16.11,124.12
2020,4,22,6.99,8.16,7.42,1.41,0.69,1.89,0.38,17.19,133.07
2020,4,23,7.05,8.06,7.59,1.78,0.69,2.05,0.41,17.37,133.87
2020,4,24,7.8,10.87,7.8,0.72,0.76,2.22,0.44,18.58,145.25
2020,4,25,6.61,4.68,7.69,3.2,0.64,2.04,0.41,16.22,122.98
2020,4,26,7.27,7.85,7.81,2.22,0.7,2.11,0.42,17.38,134.71
2020,4,27,7.35,8.78,7.65,1.6,0.7,2.12,0.42,18.09,140.16
2020,4,28,6.87,6.9,7.69,2.25,0.66,2.18,0.43,17.27,131.53
2020,4,29,4.94,1.86,7.62,3.68,0.47,1.62,0.32,12.98,95.15
2020,4,30,7.23,8.42,8.03,1.44,0.69,2.23,0.44,17.59,134.37
2020,5,1,7.77,9.48,7.9,1.18,0.73,2.16,0.43,18.35,143.46
2020,5,2,5.58,3.13,7.82,3.38,0.52,1.71,0.34,14.55,106.87
2020,5,3,8.31,11.53,8.34,0.77,0.78,2.13,0.43,19.18,150.1
2020,5,4,8.23,10.98,8.33,1.16,0.77,2.06,0.41,18.88,148.38
2020,5,5,7,7.37,8.07,2,0.65,2,0.4,17.18,130.92
2020,5,6,8.41,11.49,8.47,0.84,0.78,2.35,0.46,19.36,151.63
2020,5,7,8.29,10.85,8.4,1.11,0.77,2.27,0.45,19.24,150.33
2020,5,8,7.11,6.88,8.21,2.37,0.66,2.08,0.41,16.87,129.42
2020,5,9,5.62,4.76,8.21,2.25,0.52,1.8,0.36,14.16,104.43
2020,5,10,6.9,5.54,8.23,2.8,0.63,2.05,0.41,16.56,126.04
2020,5,11,4.1,3.26,8.06,2.13,0.38,1.31,0.27,11.24,80.69
2020,5,12,5.91,3.95,7.96,3.38,0.54,1.64,0.33,14.85,111.21
2020,5,13,4.33,2.08,7.97,3,0.39,1.35,0.27,11.84,84.7
2020,5,14,4.43,2.25,7.95,3,0.4,1.4,0.28,12.12,86.95
2020,5,15,8.06,9.32,8.28,1.52,0.73,2.22,0.45,19.44,150.7
2020,5,16,6.84,5.01,8.3,3.04,0.62,2.14,0.43,17.29,128.77
2020,5,17,6.36,5.49,8.19,2.3,0.57,1.9,0.38,16.21,120.08
2020,5,18,7.91,8.91,8.42,1.88,0.71,2.05,0.41,19.25,147.8
2020,5,19,7.98,9.36,8.38,1.6,0.71,1.94,0.39,19.32,149.2
2020,5,20,7.36,7.99,8.39,1.85,0.66,1.89,0.38,17.91,136.96
2020,5,21,8.23,9.91,8.54,1.42,0.73,2.13,0.43,19.61,152.05
2020,5,22,8.46,10.22,8.72,1.74,0.75,2.09,0.42,19.84,154.27
2020,5,23,8.74,11.98,8.79,0.74,0.77,2.15,0.43,20.51,159.73
2020,5,24,8.5,11.15,8.55,0.87,0.75,2.27,0.45,20.49,159.17
2020,5,25,8.43,11.39,8.47,0.81,0.74,2.41,0.48,20.68,160.27
2020,5,26,8.53,11.63,8.56,0.75,0.75,2.46,0.49,20.78,161.06
2020,5,27,8.02,9.5,8.68,1.63,0.7,-999,0.47,19.48,149.63
2020,5,28,5.78,5.19,8.48,2.14,0.51,1.98,0.39,15.41,112.53
2020,5,29,5.21,3.05,8.24,2.97,0.46,1.9,0.38,14.16,102.36
2020,5,30,4.72,2.52,8.31,2.96,0.41,1.69,0.34,12.98,91.84
2020,5,31,5.14,2.14,7.99,3.69,0.45,1.62,0.32,13.37,99.39
2020,6,1,7.62,7.64,8.29,2.08,0.66,2.3,0.45,18.76,144.25
2020,6,2,8.23,10.05,8.3,1.32,0.72,2.23,0.45,19.7,154.93
2020,6,3,8.55,11.42,8.59,0.87,0.74,2.44,0.48,20.74,161.15
2020,6,4,8.76,11.94,8.79,0.76,0.77,2.52,0.5,20.98,162.73
2020,6,5,6.59,6.3,8.56,2.26,0.57,2.02,0.41,16.91,126.2
2020,6,6,8.66,10.96,8.83,1.08,0.75,2.38,0.48,20.86,160.95
2020,6,7,8.87,12.07,8.92,0.77,0.77,2.22,0.45,21.09,163.52
2020,6,8,8.86,11.61,8.97,1.05,0.77,2.34,0.47,20.9,162.25
2020,6,9,8.85,12.27,8.89,0.69,0.77,2.62,0.52,21.25,164.66
2020,6,10,7.46,6.02,8.72,3.34,0.65,2.37,0.47,18.76,140.5
2020,6,11,7.58,6.67,8.77,3,0.66,2.34,0.47,18.99,142.73
2020,6,12,6.98,5.96,8.57,2.78,0.6,2.05,0.41,17.61,132.08
2020,6,13,8.39,9.98,8.55,1.24,0.73,2.16,0.43,20.48,158.37
2020,6,14,6.64,4.97,8.55,2.88,0.57,2.08,0.41,17.12,126.59
2020,6,15,7.16,5.12,8.52,3.72,0.62,2.24,0.45,18.17,136.94
2020,6,16,8.86,12.12,8.91,0.72,0.77,2.64,0.52,21.36,164.95
2020,6,17,8.9,11.82,9,1.04,0.77,2.54,0.5,21.05,163.22
2020,6,18,8.88,11.96,8.92,0.77,0.77,2.59,0.51,21.12,163.55
2020,6,19,6.55,5.78,8.89,2.48,0.56,2.07,0.41,16.7,123.2
2020,6,20,6.02,4.87,8.82,2.52,0.52,1.94,0.39,15.65,113.95
2020,6,21,6.84,6.49,8.58,2.43,0.59,2.25,0.45,17.68,132.09
2020,6,22,6.59,5.82,8.66,2.58,0.57,2.29,0.45,17.07,126.48
2020,6,23,6.23,5.23,8.51,2.63,0.54,2.15,0.42,16.14,120.22
2020,6,24,6.73,6.69,8.56,2.19,0.59,2.27,0.45,17.09,128.66
2020,6,25,6.98,6.22,8.65,2.5,0.6,2.36,0.46,17.83,132.87
2020,6,26,6.26,5.55,8.42,2.54,0.54,1.93,0.38,16.21,121.16
2020,6,27,5.68,4.45,8.62,2.47,0.49,1.91,0.38,15.1,110.04
2020,6,28,8.49,10.1,8.87,1.44,0.73,2.58,0.51,20.64,157.84
2020,6,29,8.74,11.42,8.85,1.03,0.76,2.44,0.48,20.81,161.33
2020,6,30,8.61,11.09,8.78,0.92,0.75,2.45,0.49,20.91,160.87
2020,7,1,6.89,6.15,8.77,2.71,0.6,2.19,0.44,17.45,129.73
2020,7,2,6.96,6.22,8.77,2.57,0.61,2.22,0.44,17.47,130.41
2020,7,3,7,6.67,8.71,2.37,0.61,2.26,0.45,17.51,131.08
2020,7,4,8.76,12.07,8.82,0.72,0.77,2.73,0.54,21.18,163.47
2020,7,5,8.91,12.42,8.97,0.79,0.78,2.88,0.56,21.2,163.86
2020,7,6,8.89,12.34,8.94,0.75,0.77,2.98,0.58,21.29,164.12
2020,7,7,8.73,11.58,8.87,0.94,0.77,2.86,0.55,20.95,161.24
2020,7,8,8.32,10.38,8.68,1.3,0.73,2.71,0.53,20.33,155.9
2020,7,9,8.28,9.72,8.69,1.71,0.73,2.72,0.53,20.14,154.47
2020,7,10,7.31,6.16,8.75,2.93,0.64,2.52,0.49,18.26,136.41
2020,7,11,8.61,11.27,8.71,0.95,0.76,2.88,0.56,20.85,160.72
2020,7,12,8.6,11.47,8.81,0.86,0.76,2.87,0.55,20.67,158.93
2020,7,13,6.44,6.03,8.6,2.39,0.57,2.29,0.45,16.7,123.05
2020,7,14,6.06,5.58,8.57,2.33,0.54,2.11,0.41,15.8,116.04
2020,7,15,6.46,5.37,8.32,2.68,0.57,2.17,0.43,16.45,123.14
2020,7,16,5.56,4.2,8.05,2.46,0.49,1.89,0.38,14.43,107.73
2020,7,17,5.65,4.92,8.29,2.17,0.5,-999,0.38,14.77,109.3
2020,7,18,6.44,5.8,8.38,2.49,0.58,2.19,0.43,16.59,123.42
2020,7,19,5.5,4.3,8.27,2.41,0.49,2.03,0.4,14.69,107.25
2020,7,20,5.07,3.91,8.34,2.26,0.45,1.92,0.38,13.58,98.58
2020,7,21,5.84,4.02,8.18,3.04,0.52,2.11,0.41,15.21,112.46
2020,7,22,6.45,4.93,8.24,2.8,0.58,2.22,0.44,16.49,122.94
2020,7,23,6.01,4.67,8.22,2.7,0.54,1.98,0.39,15.59,115.18
2020,7,24,5.81,5.16,8.22,2.32,0.52,1.91,0.38,15.02,111.15
2020,7,25,6.12,5.14,8.32,2.56,0.55,1.98,0.39,15.46,114.99
2020,7,26,5.75,4.76,8.07,2.39,0.52,1.97,0.39,15.05,111.32
2020,7,27,5.86,5.33,8.15,2.05,0.53,2.12,0.41,15.38,113.16
2020,7,28,5.76,5.02,8.14,2.26,0.52,2.12,0.41,15.16,111.26
2020,7,29,5.6,4.82,8.28,2.19,0.52,-999,0.4,14.62,107.04
2020,7,30,5.59,4.93,8.32,2.12,0.52,1.99,0.39,14.56,106.18
2020,7,31,6.31,5.86,8.38,2.24,0.59,2.1,0.41,15.95,117.91
2020,8,1,6.9,6.18,8.18,2.68,0.64,2.24,0.45,17.3,130.18
2020,8,2,6.53,6.4,8.12,2.36,0.61,2.18,0.43,16.55,123.95
2020,8,3,7.08,8.01,7.97,1.78,0.66,2.38,0.47,17.8,135.51
2020,8,4,5.46,5.19,8,2.15,0.51,1.87,0.37,14.48,105.93
2020,8,5,4.48,2.93,8.01,2.53,0.42,1.59,0.32,12.38,87.52
2020,8,6,7.13,7.66,7.84,1.92,0.67,2.23,0.44,17.95,136.37
2020,8,7,6.8,6.49,7.83,2.37,0.64,2.15,0.43,17.32,130.33
2020,8,8,6.49,6.05,7.7,2.32,0.62,1.98,0.39,16.26,123.59
2020,8,9,5.77,5.17,7.59,2.28,0.55,1.77,0.35,14.68,110.8
2020,8,10,5.14,4.25,7.57,2.26,0.49,1.65,0.33,13.35,99.41
2020,8,11,5.18,4.44,7.62,2.08,0.5,1.71,0.34,13.63,100.51
2020,8,12,6.1,5.75,7.76,2.14,0.59,1.92,0.38,15.31,114.7
2020,8,13,7.51,8.89,7.63,1.55,0.73,2.2,0.44,17.84,139.8
2020,8,14,6.4,7.17,7.34,1.63,0.62,2.22,0.44,16.32,124.11
2020,8,15,7.44,10.08,7.46,0.87,0.73,2.53,0.49,18.52,143.42
2020,8,16,4.94,3.68,7.23,2.45,0.48,1.85,0.37,13.18,97.66
2020,8,17,4.17,1.88,6.94,2.9,0.41,1.56,0.31,11.47,83.63
2020,8,18,6.53,6.06,6.83,2.4,0.65,2.06,0.4,15.45,123.23
2020,8,19,7.04,8.52,7.08,1.5,0.7,2.2,0.43,16.78,133.29
2020,8,20,6.67,6.35,7.06,2.25,0.66,2.08,0.41,15.66,123.62
2020,8,21,6.15,5.46,6.83,2.48,0.62,1.94,0.38,14.78,116.1
2020,8,22,5.74,4.17,6.68,2.95,0.58,1.73,0.34,13.62,107.83
2020,8,23,4.6,2.57,6.16,2.8,0.47,1.37,0.27,10.61,86.24
2020,8,24,5.09,3.82,6.52,2.51,0.52,1.61,0.32,12.62,97.82
2020,8,25,4.72,3.12,6.62,2.59,0.48,1.59,0.31,12.23,92.11
2020,8,26,4.01,3.1,6.84,1.91,0.41,1.31,0.26,10.41,77.16
2020,8,27,4.54,3.87,7.2,1.97,0.47,1.45,0.29,11.8,86.46
2020,8,28,4.34,3.44,6.74,1.99,0.45,1.35,0.27,10.91,82.15
2020,8,29,4.15,2.68,6.34,2.33,0.44,1.27,0.25,10.09,78.42
2020,8,30,4.43,3.05,6.22,2.34,0.47,1.28,0.25,10.22,81.43
2020,8,31,4.29,2.83,6.03,2.33,0.45,1.22,0.24,9.7,78.53
2020,9,1,3.87,2.31,5.67,2.28,0.41,1.05,0.2,8.48,70.63
2020,9,2,4.46,3.3,6.07,2.21,0.48,1.3,0.26,10.34,82.49
2020,9,3,4.66,3.95,6.38,2.12,0.5,1.41,0.28,11.3,87.53
2020,9,4,6.34,8,6.63,1.11,0.69,-999,0.37,15.23,119.19
2020,9,5,6.58,8.7,6.56,0.96,0.72,1.85,0.37,15.48,122.59
2020,9,6,6.41,8.56,6.39,1.02,0.7,1.79,0.35,15.12,120.92
2020,9,7,6.37,8.42,6.38,1.2,0.7,1.78,0.35,14.74,118.77
2020,9,8,4.84,3.36,6.48,2.62,0.54,1.51,0.3,12,90.8
2020,9,9,3.87,1.7,5.74,2.87,0.43,1.02,0.2,8.9,71.35
2020,9,10,3.44,1.24,5.21,2.64,0.39,0.82,0.16,7.53,63.17
2020,9,11,3.61,1.86,4.84,2.39,0.41,0.74,0.15,7.02,63.05
2020,9,12,3.2,2.04,4.74,1.86,0.37,0.66,0.13,6.14,55.91
2020,9,13,3.17,1.88,4.85,1.91,0.37,0.77,0.15,6.44,55.98
2020,9,14,4.41,3.64,5.17,2.07,0.51,0.98,0.2,8.59,75.55
2020,9,15,4.79,3.91,5.27,2.16,0.55,1.17,0.23,9.92,84.62
2020,9,16,5.04,4.52,5.43,2.15,0.59,1.34,0.26,10.91,91.04
2020,9,17,4.56,4.1,5.72,2.12,0.54,1.4,0.27,10.98,86.4
2020,9,18,5.24,5.76,6.06,1.81,0.62,1.53,0.3,12.81,99.07
2020,9,19,5.47,6.67,6.05,1.55,0.66,1.45,0.29,13,102.02
2020,9,20,4.94,4.83,5.68,2.08,0.59,1.3,0.26,11.42,91.2
2020,9,21,5.45,6.58,5.79,1.48,0.66,1.37,0.27,12.51,100.16
2020,9,22,5.88,8.68,6,0.89,0.72,1.48,0.3,13.84,109.88
2020,9,23,5.9,9.46,5.89,0.62,0.73,1.52,0.3,14.2,112.9
2020,9,24,5.37,7.34,5.79,1.3,0.66,1.45,0.29,13.16,103.09
2020,9,25,5.81,8.88,5.87,0.89,0.73,1.46,0.29,13.55,108.3
2020,9,26,5.45,7.23,5.7,1.18,0.69,1.46,0.29,13.18,103.84
2020,9,27,5.53,8.36,5.5,0.84,0.7,1.37,0.27,12.43,101.82
2020,9,28,4.2,4.13,4.79,1.83,0.54,0.98,0.2,8.83,75.53
2020,9,29,3.44,3.49,5,1.4,0.45,0.88,0.17,7.85,63.39
2020,9,30,4.21,4.09,4.92,1.85,0.55,0.99,0.2,9.27,76.28
2020,10,1,3.6,4.22,3.82,1.42,0.48,-999,0.12,5.98,58.68
2020,10,2,3.74,3.69,3.79,1.54,0.5,0.65,0.13,6.2,60.9
2020,10,3,3.62,3.22,4.07,1.81,0.48,0.75,0.15,6.7,61.92
2020,10,4,3.6,4.17,5.17,1.34,0.48,0.99,0.2,8.6,66.88
2020,10,5,3.88,3.93,5.23,1.73,0.53,1.02,0.2,8.93,69.94
2020,10,6,3.39,2.87,4.96,1.82,0.47,0.89,0.17,7.85,61.39
2020,10,7,3,2.59,4.62,1.58,0.41,0.76,0.15,6.91,54.8
2020,10,8,2.77,1.88,4.64,1.73,0.39,0.78,0.15,6.76,51.82
