-BEGIN HEADER-,,,,,,,,,,,Los Angeles
2019,10,8,5.62,9.23,5.6,0.66,0.74,1.44,0.29,12.84,101.95
2019,10,9,5.65,9.35,5.69,0.64,0.75,1.37,0.27,12.82,101.26
2019,10,10,5.9,9.85,5.92,0.69,0.79,1.3,0.27,12.9,101.71
2019,10,11,5.72,9.85,5.72,0.59,0.77,1.31,0.27,13.03,102.4
2019,10,12,5.75,9.78,5.74,0.62,0.78,1.23,0.25,12.62,99.95
2019,10,13,5.47,9.04,5.47,0.67,0.75,1.18,0.23,12.09,96.83
2019,10,14,5.27,8.56,5.27,0.7,0.73,1.09,0.22,11.49,93.05
2019,10,15,5.39,9,5.4,0.67,0.75,1.14,0.23,11.78,94.59
2019,10,16,4.25,3.39,5.25,2.49,0.6,1.11,0.22,10.09,77.37
2019,10,17,5,7.95,5.22,0.85,0.71,1.16,0.23,11.3,89.74
2019,10,18,5.21,8.88,5.22,0.68,0.74,1.19,0.24,11.69,93.5
2019,10,19,4.95,7.95,5.21,1.07,0.71,1.16,0.23,11.15,88.71
2019,10,20,5.03,8.74,5.1,0.66,0.73,1.16,0.23,11.46,91.51
2019,10,21,5.1,9.01,5.08,0.59,0.75,1.13,0.23,11.52,92.21
2019,10,22,5.09,8.92,5.08,0.63,0.75,1.07,0.22,11.17,90.02
2019,10,23,4.95,8.55,4.96,0.69,0.74,1.05,0.21,10.91,88.06
2019,10,24,5.16,9.23,5.21,0.7,0.77,1.09,0.22,11.29,90.1
2019,10,25,5.03,9.14,5.06,0.62,0.77,1.09,0.22,11.09,88.88
2019,10,26,4.86,8.84,4.86,0.6,0.74,1.05,0.21,10.74,86.72
2019,10,27,4.26,6.75,4.68,0.92,0.66,0.9,0.18,9.45,75.97
2019,10,28,4.93,9.23,4.93,0.58,0.77,0.99,0.2,10.81,86.8
2019,10,29,4.7,8.72,4.74,0.63,0.74,0.94,0.19,10.22,82.97
2019,10,30,4.9,9.35,4.91,0.56,0.77,0.97,0.2,10.72,86
2019,10,31,5,9.5,5.03,0.63,0.8,0.95,0.2,10.52,84.62
2019,11,1,4.82,9.11,4.86,0.63,0.78,0.93,0.19,10.25,82.73
2019,11,2,4.26,6.57,4.71,1.36,0.7,0.88,0.18,9.33,74.33
2019,11,3,4.44,8.01,4.5,0.75,0.73,0.9,0.18,9.54,77.98
2019,11,4,4.4,8.18,4.39,0.63,0.73,0.84,0.17,9.29,76.87
2019,11,5,4.33,8,4.33,0.64,0.73,0.79,0.16,9.12,75.64
2019,11,6,4.25,7.85,4.32,0.69,0.72,0.78,0.16,8.98,74.23
2019,11,7,4.29,8.09,4.27,0.61,0.73,0.75,0.15,8.98,74.68
2019,11,8,4.36,8.51,4.33,0.56,0.75,0.77,0.16,9.26,76.37
2019,11,9,4.31,8.4,4.34,0.63,0.74,0.77,0.16,9.28,75.93
2019,11,10,4.26,8.17,4.25,0.65,0.74,0.76,0.16,8.91,73.73
2019,11,11,4.13,7.61,4.17,0.69,0.73,0.77,0.16,8.67,71.7
2019,11,12,4.07,7.61,4.12,0.74,0.72,0.77,0.16,8.62,71.3
2019,11,13,3.42,3.19,4.01,1.9,0.61,0.7,0.14,7.68,60.68
2019,11,14,3.44,3.58,3.94,1.79,0.62,0.69,0.14,7.95,62.98
2019,11,15,3.15,3.19,3.89,1.66,0.57,0.59,0.12,7.17,56.8
2019,11,16,4.02,8.1,4,0.58,0.73,0.65,0.13,8.41,70.19
2019,11,17,4.05,8.27,4.05,0.59,0.74,0.68,0.14,8.56,70.9
2019,11,18,4.17,8.69,4.19,0.58,0.77,0.7,0.14,8.57,70.78
2019,11,19,3.07,2.76,3.85,1.92,0.58,0.6,0.12,7.12,55.49
2019,11,20,2.16,1.91,3.78,1.38,0.41,0.44,0.09,5.27,39.59
2019,11,21,3.41,6.31,3.77,0.8,0.65,0.51,0.1,7.41,60.66
2019,11,22,3.62,7.21,3.76,0.65,0.7,0.58,0.12,7.84,64.72
2019,11,23,3.81,8.11,3.79,0.53,0.73,0.59,0.12,8.08,67.63
2019,11,24,3.89,8.18,3.87,0.61,0.75,0.57,0.12,7.93,66.45
2019,11,25,3.8,8.03,3.82,0.55,0.74,0.57,0.12,7.98,66.57
2019,11,26,3.69,6.36,3.83,0.96,0.73,0.55,0.11,7.88,64.52
2019,11,27,1.78,2.28,3.61,0.92,0.35,0.3,0.06,4.26,32.41
2019,11,28,0.92,0.64,3.63,0.67,0.18,0.16,0.03,2.51,17.59
2019,11,29,2.64,4.47,3.68,0.88,0.52,0.33,0.06,5.77,46.32
2019,11,30,1.71,1.12,3.53,1.29,0.34,0.31,0.06,4.45,32.38
2019,12,1,2,0.85,3.49,1.64,0.41,0.39,0.08,5.15,37.58
2019,12,2,3.1,4.26,3.52,1.24,0.62,0.48,0.09,6.93,56.05
2019,12,3,1.52,0.64,3.5,1.26,0.31,0.3,0.06,4.15,29.1
2019,12,4,1.01,0.88,3.3,0.68,0.2,0.2,0.04,2.78,19.59
2019,12,5,2.33,2.53,3.39,1.26,0.48,0.38,0.08,5.57,42.99
2019,12,6,2.03,1.97,3.42,1.3,0.42,0.36,0.07,4.8,37.02
2019,12,7,1.38,0.69,3.14,1.1,0.29,0.29,0.06,3.7,26.3
2019,12,8,1.7,2.05,3.36,0.95,0.35,0.32,0.06,4.18,31.78
2019,12,9,3.44,7.8,3.51,0.48,0.72,0.48,0.09,7.13,60.36
2019,12,10,2.69,2.06,3.48,1.88,0.56,0.43,0.09,6.06,47.65
2019,12,11,2.85,3.47,3.33,1.59,0.6,0.43,0.09,6.38,51.7
2019,12,12,2.95,3.89,3.29,1.46,0.62,0.45,0.09,6.68,54.29
2019,12,13,3.31,7.18,3.3,0.53,0.7,0.48,0.09,7.09,60.05
2019,12,14,2.64,4.86,3.34,0.79,0.56,0.41,0.09,5.9,47.95
2019,12,15,3.22,7.12,3.53,0.6,0.69,0.45,0.09,6.72,56.08
2019,12,16,3.52,7.84,3.54,0.52,0.75,0.45,0.09,7.18,60.88
2019,12,17,2.89,2.65,3.54,1.82,0.62,0.41,0.09,6.38,50.56
2019,12,18,2.18,2.03,3.44,1.53,0.46,0.32,0.06,5.16,39.07
2019,12,19,3.37,7.55,3.36,0.54,0.72,0.39,0.08,6.91,59.14
2019,12,20,3.07,4.48,3.43,1.42,0.66,0.41,0.08,6.48,53.4
2019,12,21,2.24,0.94,3.48,1.87,0.48,0.34,0.07,5.26,39.31
2019,12,22,2.81,4.15,3.24,0.99,0.6,0.38,0.08,6.3,51.31
2019,12,23,1.07,0.61,3.14,0.84,0.23,0.19,0.04,2.95,20.62
2019,12,24,3.34,6.78,3.43,0.68,0.71,0.39,0.08,6.88,57.77
2019,12,25,2.18,2.45,3.33,1.21,0.46,0.29,0.06,5.03,39.06
2019,12,26,1.42,1.03,3.38,1.05,0.3,0.22,0.05,3.66,26.62
2019,12,27,3.2,7.19,3.46,0.47,0.68,0.34,0.06,6.61,55.7
2019,12,28,3.19,6.96,3.41,0.56,0.68,0.38,0.07,6.66,56.12
2019,12,29,2.44,2.55,3.33,1.42,0.52,0.35,0.07,5.66,44.21
2019,12,30,2.3,2.68,3.39,1.28,0.48,0.31,0.06,5.35,41.55
2019,12,31,3.23,6.97,3.48,0.68,0.68,-999,0.07,6.74,56.7
2020,1,1,3.26,6.45,3.42,0.73,0.68,0.4,0.08,6.96,58.03
2020,1,2,3.09,4.61,3.44,1.22,0.65,0.4,0.08,6.76,55.16
2020,1,3,3.31,5.94,3.55,1.08,0.69,0.43,0.09,6.88,57.27
2020,1,4,3.31,5.93,3.5,1.05,0.69,0.45,0.09,6.94,57.74
2020,1,5,3.1,4.85,3.63,1.02,0.64,0.43,0.09,6.6,53.7
2020,1,6,3.7,8.37,3.71,0.51,0.76,0.48,0.09,7.51,63.37
2020,1,7,3.15,4.58,3.69,1.39,0.64,0.44,0.09,6.72,54.23
2020,1,8,3.3,5.95,3.61,0.95,0.67,0.41,0.08,6.83,56.8
2020,1,9,2.8,4.99,3.54,0.95,0.57,0.34,0.06,6.1,49.83
2020,1,10,3.66,8.03,3.65,0.53,0.73,0.4,0.08,7.49,63.49
2020,1,11,3.6,7.89,3.67,0.53,0.72,0.42,0.09,7.5,63.08
2020,1,12,3.56,7.61,3.65,0.57,0.71,0.42,0.08,7.4,62.32
2020,1,13,3.6,7.56,3.61,0.59,0.71,0.41,0.08,7.34,62.58
2020,1,14,3.74,8.02,3.75,0.54,0.73,0.43,0.09,7.53,63.97
2020,1,15,3.68,7.39,3.69,0.7,0.72,0.42,0.08,7.38,62.77
2020,1,16,3.01,5.09,3.73,0.9,0.59,0.38,0.07,6.47,52.75
2020,1,17,3.37,3.91,3.87,1.74,0.65,0.46,0.09,7.44,59.5
2020,1,18,3.4,4.54,3.9,1.63,0.65,0.55,0.11,7.38,59.55
2020,1,19,2.6,1.54,3.92,1.93,0.49,0.48,0.09,6.25,46.91
2020,1,20,2.1,1.47,3.84,1.47,0.4,0.41,0.09,5.24,38.98
2020,1,21,2.9,3.6,3.83,1.37,0.55,0.52,0.1,6.98,53.57
2020,1,22,3.73,7.07,3.83,0.66,0.7,0.61,0.12,8.48,68.32
2020,1,23,3.78,7.25,3.93,0.76,0.7,0.62,0.12,8.38,67.81
2020,1,24,3.33,3.93,3.88,1.76,0.61,0.55,0.11,7.75,60.92
2020,1,25,3.6,5.54,3.88,1.23,0.66,0.55,0.11,8.09,65.2
2020,1,26,3.04,4.28,3.94,1.1,0.55,0.52,0.1,7.27,56.4
2020,1,27,3.96,6.86,4.13,0.97,0.71,0.61,0.12,8.96,71.3
2020,1,28,3.73,6.24,4.14,1.02,0.66,0.55,0.11,8.2,66.12
2020,1,29,4,7.07,4.34,0.88,0.7,0.57,0.11,8.62,69.88
2020,1,30,3.62,3.84,4.2,2.06,0.63,0.58,0.12,8.34,65.87
2020,1,31,4.14,6.87,4.28,0.91,0.72,0.62,0.12,9.02,73.62
2020,2,1,4.28,8.18,4.26,0.66,0.73,0.63,0.12,9.05,75.05
2020,2,2,4.17,7.67,4.27,0.81,0.71,0.64,0.12,8.92,73.62
2020,2,3,4.49,8.34,4.65,0.75,0.76,0.67,0.13,9.51,77.03
2020,2,4,4.75,9.39,4.75,0.52,0.8,0.63,0.12,9.79,80.13
2020,2,5,4.3,6.61,4.52,1.24,0.71,0.62,0.12,9.44,76.29
2020,2,6,4.53,8.88,4.49,0.51,0.74,0.69,0.14,9.85,80.94
2020,2,7,4.7,9.31,4.67,0.48,0.77,0.8,0.16,10.05,82.36
2020,2,8,4.64,8.98,4.61,0.54,0.75,0.77,0.16,10.05,82.3
2020,2,9,3.31,3.84,4.49,1.46,0.53,0.59,0.12,7.51,59.11
2020,2,10,4.27,7.1,4.65,1.01,0.68,0.63,0.12,9.34,75.66
2020,2,11,4.99,9.75,4.97,0.48,0.78,0.74,0.15,10.65,86.41
2020,2,12,4.71,8.62,4.73,0.64,0.73,0.75,0.15,10.27,83.91
2020,2,13,4.73,8.13,4.77,0.76,0.73,0.76,0.15,9.97,82.12
2020,2,14,4.8,8.51,4.76,0.65,0.73,0.75,0.15,9.98,82.88
2020,2,15,4.79,8.15,4.84,0.83,0.73,0.8,0.16,10.29,84.2
2020,2,16,4.78,8.45,4.77,0.65,0.72,0.91,0.19,10.7,87.02
2020,2,17,4.92,8.57,4.93,0.75,0.73,0.93,0.19,10.84,88.09
2020,2,18,4.52,5.91,5.03,1.68,0.66,0.87,0.17,9.88,79.18
2020,2,19,5.07,8.94,5.04,0.66,0.74,0.95,0.19,10.88,88.97
2020,2,20,5.11,8.74,5.09,0.74,0.74,0.98,0.2,11.07,89.98
2020,2,21,4.14,4.21,5.08,1.89,0.59,0.91,0.18,9.56,74.24
2020,2,22,3.47,3.47,4.92,1.62,0.49,0.77,0.16,8.22,63.12
2020,2,23,5.12,8.2,5.21,0.97,0.73,0.97,0.2,11.24,90.64
2020,2,24,5.37,9.23,5.42,0.72,0.75,1.1,0.22,12.05,95.7
2020,2,25,5.61,10.18,5.59,0.55,0.78,1.15,0.23,12.34,98.52
2020,2,26,5.53,9.55,5.5,0.64,0.76,1.17,0.23,12.27,98.23
2020,2,27,4.29,3.17,5.58,2.68,0.59,1.13,0.22,10.12,76.84
2020,2,28,4.71,4.72,5.59,2.13,0.64,1.12,0.23,10.81,83.67
2020,2,29,5.13,6.68,5.51,1.45,0.69,1.21,0.24,11.77,92.23
2020,3,1,3.64,3.53,5.55,1.73,0.48,0.91,0.18,8.87,66.26
2020,3,2,5.13,7.5,5.71,1.16,0.68,0.95,0.2,11.47,90.79
2020,3,3,5.89,10.15,5.87,0.58,0.77,1.16,0.23,13.26,104.82
2020,3,4,5.62,8.24,5.81,1.09,0.73,1.18,0.23,12.68,99.88
2020,3,5,5.16,5.06,5.74,2.3,0.66,1.17,0.23,11.72,92.07
2020,3,6,5.43,7.21,5.75,1.45,0.7,1.22,0.24,12.34,97.52
2020,3,7,3.36,2.74,5.81,1.82,0.43,0.91,0.18,8.49,62.21
2020,3,8,5.1,6.58,6.01,1.38,0.64,1.13,0.23,11.82,91.22
2020,3,9,3.93,2.04,5.87,2.72,0.49,0.95,0.19,9.98,73.61
2020,3,10,1.93,1.35,5.84,1.28,0.24,0.54,0.11,5.52,38.57
2020,3,11,4.25,4.01,6.08,2.11,0.52,0.95,0.19,10.54,78.81
2020,3,12,1.46,1.44,6,0.93,0.18,0.34,0.07,4.11,29.26
2020,3,13,2.66,2.26,5.99,1.4,0.32,0.72,0.14,7.21,51.16
2020,3,14,2.87,2.25,6.23,1.69,0.34,0.84,0.16,7.59,53.95
2020,3,15,3.66,3.43,6.32,1.78,0.44,0.92,0.19,9.21,66.76
2020,3,16,1.97,1.2,6.12,1.3,0.23,0.53,0.11,5.58,39.02
2020,3,17,4.57,4.74,6.43,2.02,0.54,0.96,0.2,10.91,82.76
2020,3,18,5.96,7.9,6.61,1.48,0.7,1.11,0.23,13.55,104.92
2020,3,19,3.83,2.96,6.25,2.12,0.45,0.84,0.17,9.34,69.91
2020,3,20,3.82,1.97,6.39,2.7,0.44,0.96,0.2,9.84,71.8
2020,3,21,4.65,4.46,6.44,2.03,0.53,1.14,0.23,11.29,85.3
2020,3,22,4.55,3.77,6.55,2.18,0.52,1.26,0.25,11.43,84.55
2020,3,23,4.74,4.66,6.66,2.08,0.54,1.41,0.28,11.79,87.5
2020,3,24,4.33,3.9,6.81,2.13,0.48,1.37,0.27,11,80.14
2020,3,25,4.31,4.03,6.88,2.1,0.48,1.38,0.27,10.91,79.95
2020,3,26,5.95,7.53,7,1.37,0.66,1.57,0.31,13.89,106.34
2020,3,27,6.64,9.16,6.98,1.18,0.73,1.43,0.29,15.07,117.52
2020,3,28,5.86,5.19,6.78,2.39,0.64,1.34,0.27,13.69,105.6
2020,3,29,5.08,5.1,6.59,2.04,0.55,1.18,0.23,11.95,92.29
2020,3,30,6.97,9.65,6.98,0.99,0.75,1.48,0.3,15.75,123.75
2020,3,31,5.93,3.37,6.89,3.66,0.64,1.56,0.31,14.34,109.2
2020,4,1,6.82,9.49,7.02,0.99,0.73,1.71,0.34,15.91,124.5
2020,4,2,6.87,9.35,7.35,1.08,0.73,1.66,0.33,15.85,122.57
2020,4,3,7.11,10.12,7.14,0.9,0.75,1.6,0.32,16.12,127.24
2020,4,4,5.64,6.35,7.04,1.73,0.59,1.38,0.27,13.45,102.85
2020,4,5,2.99,1.51,7.24,2.01,0.31,0.94,0.19,8.32,57.8
2020,4,6,3.54,2.15,7.12,2.21,0.37,1.01,0.2,9.37,67.34
2020,4,7,4.16,2.89,7.22,2.38,0.43,1.07,0.21,10.61,78.16
2020,4,8,3.39,1.23,7.26,2.58,0.35,0.91,0.18,9.34,66.15
2020,4,9,1.98,0.96,7.31,1.37,0.2,0.6,0.12,6.05,40.88
2020,4,10,3.54,1.56,7.36,2.55,0.36,1.05,0.2,9.77,68.09
2020,4,11,7.1,8.9,7.37,1.3,0.72,1.66,0.34,16.53,128.34
2020,4,12,3.8,3.47,7.26,1.56,0.38,1.03,0.2,9.68,71.02
2020,4,13,5.8,5.97,7.58,2.05,0.58,1.52,0.3,14.2,105.96
2020,4,14,7.94,11.76,7.95,0.65,0.79,1.95,0.39,18.22,141.1
2020,4,15,7.74,11.15,7.74,0.76,0.77,1.76,0.35,17.66,138.3
2020,4,16,7.45,10.23,7.5,0.89,0.73,1.77,0.36,17.45,136.5
2020,4,17,4.63,2.98,7.15,2.65,0.45,1.21,0.24,11.2,85.13
2020,4,18,4.23,2.85,7.34,2.32,0.41,1.16,0.23,10.77,78.96
2020,4,19,5.91,5.95,7.62,2.09,0.58,1.56,0.31,14.3,107.92
2020,4,20,4.86,3.41,7.57,2.63,0.48,1.42,0.28,12.27,90.48
2020,4,21,7.31,8.93,7.66,1.37,0.71,1.79,0.36,16.99,132.54
2020,4,22,7.71,9.9,7.75,1.19,0.74,1.99,0.4,17.84,139.59
2020,4,23,7.65,10,7.75,1.07,0.73,2.16,0.43,18.3,141.73
2020,4,24,7.75,9.75,7.88,1.29,0.74,2.2,0.44,18.2,141.16
2020,4,25,7.82,10.37,7.85,0.99,0.74,2.3,0.45,18.51,143.71
2020,4,26,7.41,7.11,7.98,2.51,0.7,2.37,0.47,17.86,136.06
2020,4,27,7.96,10.56,8.03,1.01,0.76,2.48,0.48,18.89,145.7
2020,4,28,7.91,10.36,7.95,1.05,0.75,2.34,0.46,18.46,143.91
2020,4,29,6.64,5.36,7.97,3,0.62,2.17,0.42,16.2,122.13
2020,4,30,7.89,10.09,8.15,1.12,0.74,2.46,0.48,18.7,143.85
2020,5,1,8.16,10.98,8.18,0.96,0.77,2.38,0.47,19.2,148.51
2020,5,2,8.32,11.42,8.34,0.85,0.77,2.39,0.48,19.51,150.38
2020,5,3,8.17,10.88,8.29,0.98,0.76,2.38,0.47,19.41,149.25
2020,5,4,8.43,11.58,8.44,0.84,0.78,2.45,0.48,19.65,151.49
2020,5,5,8.38,11.28,8.41,0.92,0.77,2.49,0.49,19.41,150.2
2020,5,6,7.92,8.49,8.36,2.06,0.73,2.51,0.49,18.91,144.16
2020,5,7,7.99,8.27,8.42,2.27,0.73,2.52,0.49,19.09,145.34
2020,5,8,8.29,10.72,8.38,1.05,0.76,2.51,0.49,19.44,150.15
2020,5,9,8.21,10.46,8.31,1.07,0.75,2.52,0.49,19.55,150.43
2020,5,10,7.46,8.67,8.34,1.6,0.68,2.27,0.45,17.84,135.87
2020,5,11,8.28,10.22,8.59,1.15,0.75,2.47,0.48,19.84,150.7
2020,5,12,6.37,5.34,8.49,3.09,0.58,1.96,0.39,16.34,119.91
2020,5,13,8.33,10.75,8.53,1.14,0.75,2.3,0.46,19.77,151.71
2020,5,14,7.97,9.4,8.4,1.48,0.72,2.29,0.45,19.3,146.96
2020,5,15,8.12,10.18,8.32,1.18,0.73,2.22,0.45,19.47,149.91
2020,5,16,7.86,8.23,8.39,2.15,0.7,2.3,0.46,18.87,144.14
2020,5,17,8.09,8.42,8.58,2.51,0.73,2.48,0.49,19.63,149.01
2020,5,18,5.46,4.57,8.59,2.41,0.48,1.83,0.37,14.23,102.46
2020,5,19,7.74,9.18,8.82,1.81,0.69,2.14,0.43,18.79,141.02
2020,5,20,8.62,11.45,8.68,0.88,0.77,2.22,0.45,20.38,156.74
2020,5,21,8.7,11.65,8.76,0.86,0.77,2.44,0.48,20.35,156.79
2020,5,22,8.53,11.13,8.64,1.02,0.76,2.49,0.49,20.41,156.51
2020,5,23,8.54,11.05,8.64,1.04,0.76,2.25,0.45,20.03,154.77
2020,5,24,8.41,10.81,8.55,1.02,0.74,2.18,0.44,19.65,152.56
2020,5,25,8.54,10.92,8.63,1.05,0.76,2.38,0.48,20.23,155.8
2020,5,26,8.4,10.59,8.52,1.18,0.74,2.48,0.49,20,154.54
2020,5,27,8.55,11.1,8.64,0.99,0.75,2.64,0.52,20.57,157.84
2020,5,28,8.5,10.93,8.65,1.04,0.75,2.62,0.52,20.38,156.46
2020,5,29,6.92,6.87,8.39,2.09,0.61,2.35,0.46,17.27,130.35
2020,5,30,7.34,5.98,8.67,2.97,0.65,2.59,0.51,18.85,138.8
2020,5,31,7.22,5.89,8.49,3.41,0.63,2.23,0.45,17.77,134.65
2020,6,1,7,4.25,8.44,3.92,0.61,2.29,0.45,17.36,130.57
2020,6,2,6.43,2.83,8.43,4.28,0.56,2.1,0.42,15.81,118.77
2020,6,3,7.91,8.82,8.42,1.85,0.69,2.38,0.47,19.04,146.88
2020,6,4,8.33,10.43,8.42,1.1,0.73,2.59,0.51,20.34,156.6
2020,6,5,4.39,3.01,8.49,2.26,0.38,1.58,0.31,11.88,84.72
2020,6,6,6.3,6.63,8.74,1.97,0.55,2.01,0.4,16.18,118.8
2020,6,7,9.02,12.16,9.22,0.9,0.79,2.65,0.52,21.57,163.27
2020,6,8,9.17,12.23,9.38,1.26,0.8,2.62,0.52,21.57,163.38
2020,6,9,9.04,12.45,9.12,0.68,0.79,2.7,0.53,21.58,164.47
2020,6,10,8.87,11.89,8.94,0.79,0.77,2.82,0.55,21.21,162.35
2020,6,11,8.87,11.77,8.94,0.89,0.77,2.79,0.55,20.8,160.34
2020,6,12,8.66,10.08,9.01,1.84,0.75,2.77,0.54,20.83,158.13
2020,6,13,8.77,11.29,8.89,0.99,0.76,2.58,0.51,21.27,162.02
2020,6,14,8.69,11.38,8.76,0.9,0.76,2.61,0.52,21.09,161.55
2020,6,15,8.54,10.27,8.7,1.21,0.74,2.63,0.52,20.68,158.54
2020,6,16,8.17,10.06,8.77,1.33,0.71,2.57,0.51,20.25,153.13
2020,6,17,8.27,10.12,8.74,1.36,0.72,2.48,0.49,20.23,153.95
2020,6,18,7.61,8.98,8.58,1.43,0.66,2.33,0.46,18.49,141.5
2020,6,19,8.01,9.09,8.73,1.71,0.7,2.43,0.48,19.2,146.56
2020,6,20,7.74,9.15,8.68,1.37,0.67,2.37,0.47,18.71,142.88
2020,6,21,8.14,9.97,8.74,1.19,0.71,2.56,0.5,19.84,151.05
2020,6,22,8.34,10.45,8.7,1.08,0.73,2.68,0.52,20.3,155.16
2020,6,23,8,8.67,8.6,1.84,0.7,2.62,0.51,19.42,148.41
2020,6,24,7.5,4.99,8.53,3.85,0.65,2.59,0.51,18.28,139.13
2020,6,25,7.48,6.89,8.6,2.77,0.65,2.64,0.52,18.59,140.19
2020,6,26,7.82,9.09,8.4,1.44,0.68,2.55,0.5,19.16,147
2020,6,27,8.06,9.57,8.32,1.36,0.7,2.34,0.47,19.49,151.19
2020,6,28,6.18,6.09,8.81,2.13,0.54,2.1,0.41,16.09,117.34
2020,6,29,8.52,10.37,8.94,1.56,0.74,2.63,0.52,20.65,156.23
2020,6,30,8.84,11.63,8.92,0.91,0.77,2.6,0.52,20.92,160.32
2020,7,1,8.28,10.43,8.84,1.14,0.72,2.53,0.5,20.06,152.01
2020,7,2,8.53,10.9,8.76,0.96,0.74,2.71,0.53,20.79,158.09
2020,7,3,8.91,11.9,8.99,0.86,0.78,2.85,0.55,21.35,162.43
2020,7,4,8.76,11.58,8.83,0.88,0.77,2.9,0.56,21.26,161.81
2020,7,5,8.66,11.26,8.72,0.92,0.76,2.91,0.56,21,160.42
2020,7,6,8.59,11.05,8.66,0.98,0.75,2.95,0.57,20.71,158.62
2020,7,7,8.84,11.92,8.9,0.81,0.77,3.02,0.58,21.05,160.94
2020,7,8,8.8,11.95,8.87,0.75,0.77,3.05,0.59,21.22,161.56
2020,7,9,8.78,11.86,8.84,0.79,0.77,2.99,0.58,20.97,160.44
2020,7,10,8.51,11.13,8.57,0.91,0.75,2.99,0.58,20.94,159.65
2020,7,11,8.26,10.16,8.33,1.2,0.73,2.99,0.57,20.61,157.35
2020,7,12,8.42,10.96,8.46,0.93,0.74,3.02,0.58,20.99,159.78
2020,7,13,8.55,11.39,8.59,0.86,0.76,3.01,0.58,21.06,160.37
2020,7,14,8.61,11.44,8.67,0.86,0.77,3.02,0.58,20.98,159.69
2020,7,15,8.48,10.89,8.66,0.99,0.75,2.94,0.56,20.48,156.01
2020,7,16,8.47,11.11,8.59,0.91,0.75,2.84,0.55,20.64,157.26
2020,7,17,8.5,11.3,8.55,0.86,0.76,2.8,0.55,20.7,158.09
2020,7,18,8.6,11.59,8.63,0.81,0.77,2.81,0.55,20.72,158.4
2020,7,19,8.48,11.13,8.57,0.96,0.76,2.82,0.55,20.42,156.18
2020,7,20,8.38,10.93,8.43,0.92,0.75,2.88,0.55,20.29,155.56
2020,7,21,8.17,9.92,8.42,1.29,0.73,2.8,0.54,19.85,151.58
2020,7,22,8.34,10.99,8.57,0.95,0.75,2.78,0.54,20.2,153.68
2020,7,23,8.16,10.53,8.5,1.02,0.73,2.66,0.52,19.85,150.93
2020,7,24,8.37,10.94,8.49,0.93,0.76,2.74,0.53,20.27,154.44
2020,7,25,8.28,10.84,8.36,0.96,0.75,2.7,0.52,19.94,153.04
2020,7,26,8.22,10.93,8.35,0.94,0.74,2.72,0.53,20.13,153.64
2020,7,27,8.31,11.02,8.4,0.96,0.76,2.74,0.53,20.07,153.55
2020,7,28,8.38,11.16,8.48,0.89,0.77,2.82,0.55,20.12,153.58
2020,7,29,8.41,11.27,8.55,0.91,0.77,2.87,0.55,20.23,153.93
2020,7,30,8.41,11.57,8.45,0.77,0.77,2.88,0.55,20.39,155.34
2020,7,31,8.29,11.2,8.31,0.85,0.77,2.81,0.55,20.24,154.38
2020,8,1,8.48,11.69,8.51,0.79,0.78,2.78,0.54,20.1,153.8
2020,8,2,8.27,11.25,8.31,0.86,0.77,2.7,0.52,19.77,151.67
2020,8,3,8.02,10.78,8.13,0.9,0.74,2.64,0.52,19.41,148.99
2020,8,4,7.92,10.56,8.11,0.92,0.73,2.62,0.51,19.31,147.61
2020,8,5,7.72,10.06,8.09,1.03,0.72,2.52,0.49,18.7,143.04
2020,8,6,7.59,9.78,8.18,1.06,0.71,2.42,0.48,18.32,139.4
2020,8,7,7.89,10.65,7.9,0.85,0.74,2.54,0.49,19.09,147.37
2020,8,8,7.9,10.82,7.93,0.8,0.74,2.62,0.51,19.33,148.49
2020,8,9,8.01,10.99,8.04,0.8,0.76,2.6,0.51,19.2,147.75
2020,8,10,7.99,10.78,8.02,0.85,0.76,2.59,0.5,18.84,145.92
2020,8,11,8.09,10.96,8.17,0.88,0.77,2.72,0.52,19.24,147.4
2020,8,12,7.79,10.34,7.87,0.98,0.74,2.65,0.52,18.96,145.52
2020,8,13,5.54,4.65,7.54,2.59,0.53,2.06,0.41,14.56,108.02
2020,8,14,7.46,9.52,7.58,1.12,0.72,2.68,0.52,18.55,142.43
2020,8,15,6.27,6.18,7.44,2.4,0.6,2.31,0.45,16.03,120.83
2020,8,16,6.82,7.89,7.13,1.44,0.66,2.38,0.46,16.78,130.62
2020,8,17,6.09,5.52,7.08,2.4,0.59,2.09,0.41,14.84,115.31
2020,8,18,5.91,5.27,7.08,2.09,0.58,2.09,0.41,14.55,111.82
2020,8,19,6.54,6.62,6.81,1.89,0.64,2.03,0.4,15.27,121.77
2020,8,20,6.81,7.27,6.89,1.77,0.67,2.07,0.41,15.87,126.27
2020,8,21,6.39,5.74,6.97,2.28,0.63,2.06,0.41,15.44,119.93
2020,8,22,6.11,5.67,6.72,2.11,0.61,1.95,0.38,14.62,115.01
2020,8,23,6.03,4.8,6.87,2.94,0.6,2.08,0.41,15.05,115.57
2020,8,24,7.09,8.84,7.18,1.24,0.71,2.38,0.46,17.28,133.83
2020,8,25,7.15,9.08,7.19,1.17,0.72,2.38,0.46,17.29,134.17
2020,8,26,7.31,9.73,7.32,1.01,0.74,2.42,0.47,17.59,136.18
2020,8,27,7.46,10.15,7.45,0.94,0.76,2.41,0.47,17.61,136.3
