-BEGIN HEADER-,,,,,,,,,,,Phoenix
2019,10,16,5.19,7.13,5.35,1.29,0.72,1.24,0.25,12.17,95.7
2019,10,17,5.3,8.96,5.28,0.68,0.73,1.25,0.25,12.22,97.47
2019,10,18,5.35,9.2,5.31,0.62,0.75,1.2,0.24,11.93,95.96
2019,10,19,5.34,9.15,5.3,0.61,0.76,-999,0.23,11.81,95.34
2019,10,20,5.27,9.25,5.23,0.56,0.75,1.19,0.24,11.87,95.39
2019,10,21,5.28,9.31,5.25,0.59,0.76,1.2,0.24,12.01,95.89
2019,10,22,5.29,9.55,5.25,0.5,0.77,1.16,0.23,11.89,95.27
2019,10,23,5.07,9.13,5.03,0.52,0.74,1.15,0.23,11.77,94.13
2019,10,24,5.26,9.43,5.29,0.65,0.77,1.11,0.23,11.66,93.14
2019,10,25,5.09,9.19,5.05,0.58,0.76,-999,0.22,11.43,92.27
2019,10,26,5.05,9.29,5.02,0.51,0.76,1.09,0.22,11.38,91.45
2019,10,27,4.99,8.85,4.96,0.66,0.75,1.04,0.21,11.05,89.21
2019,10,28,5.2,9.89,5.15,0.47,0.79,1.06,0.21,11.27,90.74
2019,10,29,5.02,9.38,4.98,0.51,0.77,0.98,0.2,10.94,88.69
2019,10,30,5.1,9.18,5.19,0.81,0.79,0.95,0.2,10.84,87.05
2019,10,31,5.16,10.07,5.11,0.45,0.8,0.93,0.19,10.88,88.26
2019,11,1,4.99,9.6,4.94,0.48,0.79,0.94,0.19,10.69,86.91
2019,11,2,4.68,8.53,4.64,0.58,0.74,0.91,0.19,10.34,84.26
2019,11,3,4.46,7.46,4.53,0.92,0.71,0.92,0.19,9.89,80.5
2019,11,4,4.57,8.56,4.53,0.57,0.74,0.95,0.2,10.09,82.59
2019,11,5,4.46,8.28,4.44,0.6,0.73,0.9,0.18,9.95,81.44
2019,11,6,3.89,6.25,4.3,1.02,0.64,0.8,0.16,8.89,71.76
2019,11,7,4.35,8.09,4.32,0.59,0.72,0.81,0.16,9.72,79.88
2019,11,8,4.26,7.71,4.32,0.77,0.71,0.84,0.17,9.6,78.29
2019,11,9,3.64,3.37,4.19,2.1,0.61,0.76,0.16,8.52,67.36
2019,11,10,3.82,5.24,4.14,1.35,0.65,0.77,0.16,8.76,70.46
2019,11,11,4.29,8.32,4.23,0.55,0.73,0.78,0.16,9.38,77.49
2019,11,12,4.21,8.11,4.16,0.58,0.73,0.77,0.16,9.26,76.43
2019,11,13,4.14,7.86,4.16,0.65,0.72,-999,0.15,9.02,74.48
2019,11,14,3.97,6.98,4.04,0.89,0.7,0.73,0.15,8.84,72.76
2019,11,15,3.75,4.87,4.04,1.5,0.66,0.7,0.14,8.42,68.08
2019,11,16,2.93,2.42,3.94,1.89,0.52,0.59,0.12,7,54.15
2019,11,17,4.11,8.14,4.08,0.55,0.73,0.7,0.14,8.89,73.47
2019,11,18,3.97,7.04,4.12,0.93,0.71,0.69,0.14,8.59,70.39
2019,11,19,1.43,1.48,3.67,0.91,0.26,0.32,0.06,3.77,27.69
2019,11,20,1.85,1.42,3.69,1.25,0.34,0.42,0.09,5.02,36.25
2019,11,21,2.73,3.54,3.81,1.19,0.5,0.5,0.1,6.62,51.41
2019,11,22,3.81,7.5,3.86,0.64,0.7,0.6,0.12,8.45,69.42
2019,11,23,3.67,6.27,3.86,1.22,0.69,0.64,0.13,8.11,66.27
2019,11,24,3.33,5.1,3.83,1.16,0.62,0.59,0.12,7.63,60.99
2019,11,25,3.49,4.73,3.87,1.51,0.66,0.57,0.12,7.8,62.73
2019,11,26,4.11,8.94,4.06,0.44,0.78,0.62,0.12,8.68,71.48
2019,11,27,2.98,2.26,3.82,1.92,0.57,0.52,0.11,7.12,54.45
2019,11,28,2.36,2.17,3.62,1.36,0.45,0.45,0.09,6.03,44.84
2019,11,29,2.84,4.18,3.78,1.06,0.55,0.45,0.09,6.71,52.12
2019,11,30,3.8,7.92,3.75,0.61,0.73,0.53,0.11,8.08,66.96
2019,12,1,3.76,7.76,3.73,0.58,0.73,0.59,0.12,8.24,67.67
2019,12,2,2.47,1.88,3.74,1.79,0.48,0.48,0.09,6.29,46.65
2019,12,3,2.46,1.6,3.57,1.75,0.48,0.48,0.1,6.27,46.7
2019,12,4,2.66,3.06,3.39,1.27,0.53,0.46,0.09,6.47,50.34
2019,12,5,3.37,6.02,3.55,0.86,0.67,0.52,0.1,7.67,62.2
2019,12,6,2.58,2.2,3.57,1.76,0.52,0.48,0.09,6.41,48.7
2019,12,7,1.72,0.83,3.42,1.37,0.34,0.39,0.08,4.84,34.11
2019,12,8,0.88,0.41,3.44,0.72,0.18,0.23,0.05,2.73,17.88
2019,12,9,2.91,5.4,3.48,0.76,0.59,0.5,0.1,6.73,54.31
2019,12,10,3.68,8.11,3.65,0.49,0.74,0.52,0.11,7.92,65.73
2019,12,11,3.49,6.27,3.58,0.81,0.71,0.52,0.1,7.7,63.05
2019,12,12,3.15,4.06,3.5,1.61,0.64,0.48,0.09,7.21,58.11
2019,12,13,3.53,7.69,3.48,0.48,0.72,0.53,0.11,7.72,64.36
2019,12,14,3.36,6.11,3.46,0.85,0.69,0.53,0.11,7.62,62.04
2019,12,15,3.66,8.22,3.61,0.46,0.75,0.54,0.11,7.79,64.77
2019,12,16,3.74,8.14,3.77,0.48,0.77,0.49,0.09,7.78,64.38
2019,12,17,3.82,9,3.78,0.42,0.79,0.49,0.09,7.88,65.27
2019,12,18,3.6,7.05,3.67,0.73,0.74,0.48,0.09,7.55,62.21
2019,12,19,3.69,8.46,3.63,0.46,0.76,0.42,0.09,7.58,63.5
2019,12,20,3.68,8.55,3.63,0.45,0.76,0.45,0.09,7.69,64.18
2019,12,21,3.44,5.53,3.65,1.2,0.71,0.48,0.09,7.48,60.61
2019,12,22,2.27,0.88,3.52,1.91,0.47,0.41,0.09,5.74,42.12
2019,12,23,1.21,0.47,3.42,1.02,0.25,0.24,0.05,3.48,23.65
2019,12,24,0.89,0.86,3.28,0.62,0.18,0.17,0.03,2.62,17.91
2019,12,25,2.86,4.35,3.49,1.06,0.59,0.41,0.08,6.58,52.29
2019,12,26,1.51,1.21,3.34,1.04,0.31,0.25,0.05,3.88,28.49
2019,12,27,1.72,1.33,3.5,1.24,0.35,0.3,0.06,4.62,33.4
2019,12,28,3.45,7.41,3.66,0.64,0.7,0.43,0.09,7.27,60.02
2019,12,29,3.64,8.04,3.63,0.54,0.74,0.45,0.09,7.65,63.85
2019,12,30,1.64,0.88,3.55,1.3,0.34,0.31,0.06,4.57,31.91
2019,12,31,2.21,1.78,3.51,1.47,0.45,0.34,0.07,5.56,41.52
2020,1,1,3.31,5.4,3.57,1.25,0.67,0.41,0.08,7.4,59.88
2020,1,2,3.69,8.58,3.68,0.46,0.74,-999,0.09,7.89,65.5
2020,1,3,3.59,7.44,3.67,0.76,0.72,0.47,0.09,7.76,63.98
2020,1,4,3.64,7.62,3.65,0.61,0.73,0.5,0.1,7.87,65.2
2020,1,5,3.69,7.98,3.67,0.55,0.73,0.55,0.11,7.97,65.9
2020,1,6,3.9,9.08,3.84,0.41,0.77,0.57,0.12,8.21,67.98
2020,1,7,3.64,6.82,3.83,1.06,0.72,0.53,0.11,7.91,64.15
2020,1,8,3.81,8.23,3.82,0.54,0.75,0.51,0.1,8.09,66.46
2020,1,9,3.18,4.52,3.52,1.13,0.62,0.42,0.09,7.11,57.2
2020,1,10,3.93,8.97,3.87,0.42,0.77,0.45,0.09,8.27,68.52
2020,1,11,3.89,8.67,3.83,0.46,0.76,0.48,0.09,8.34,68.69
2020,1,12,3.92,8.8,3.86,0.44,0.76,0.48,0.09,8.34,68.98
2020,1,13,3.99,8.94,3.92,0.45,0.77,0.52,0.1,8.52,69.89
2020,1,14,3.85,6.95,3.95,0.99,0.73,0.52,0.1,8.34,67.47
2020,1,15,3.08,3.4,3.96,1.74,0.59,0.48,0.09,7.23,55.26
2020,1,16,2.07,1.2,3.81,1.58,0.39,0.37,0.08,5.41,39.08
2020,1,17,3.91,7.68,3.96,0.7,0.73,0.57,0.11,8.62,69.76
2020,1,18,4.03,8.68,3.97,0.48,0.75,0.62,0.12,8.88,72.24
2020,1,19,3.99,8,3.99,0.6,0.73,0.66,0.13,8.95,72.3
2020,1,20,2.05,1.3,3.9,1.53,0.38,0.43,0.09,5.45,39.3
2020,1,21,1.44,1,3.72,1.06,0.27,0.34,0.07,4.16,29.1
2020,1,22,3.74,6.71,3.88,0.81,0.67,0.61,0.12,8.45,68.37
2020,1,23,4.07,8.29,4.02,0.53,0.73,0.67,0.13,9.13,74.16
2020,1,24,3.6,4.44,4.1,1.81,0.64,0.62,0.12,8.53,66.48
2020,1,25,4.13,8.03,4.11,0.67,0.73,0.63,0.12,9.23,74.67
2020,1,26,4.12,7.82,4.13,0.76,0.73,0.67,0.13,9.36,75.23
2020,1,27,4.31,8.56,4.28,0.53,0.75,0.69,0.14,9.57,76.96
2020,1,28,4.44,9.3,4.38,0.45,0.77,0.68,0.13,9.84,79.12
2020,1,29,3,3.29,4.27,1.75,0.52,0.53,0.11,7.53,56.41
2020,1,30,4.23,7.18,4.45,1.08,0.72,0.63,0.12,9.62,75.61
2020,1,31,4.57,9.24,4.54,0.49,0.77,0.68,0.13,10.17,81.22
2020,2,1,4.6,9.32,4.54,0.48,0.77,0.71,0.14,10.24,81.88
2020,2,2,4.53,8.96,4.48,0.49,0.75,0.75,0.15,10.29,82.17
2020,2,3,4.1,5.71,4.61,1.41,0.67,0.71,0.14,9.47,73.18
2020,2,4,4.87,9.82,4.82,0.47,0.79,0.73,0.15,10.65,84.55
2020,2,5,4.21,5.93,4.82,1.47,0.68,0.67,0.13,9.8,75.03
2020,2,6,4.67,8.64,4.67,0.59,0.75,0.76,0.15,10.66,84.37
2020,2,7,4.77,9.21,4.73,0.5,0.76,0.91,0.18,10.82,85.88
2020,2,8,4.83,9.27,4.78,0.5,0.76,0.88,0.18,11.07,87.33
2020,2,9,4.03,4.85,4.73,1.82,0.63,0.78,0.16,9.59,73.66
2020,2,10,3.16,2.92,4.63,1.63,0.49,0.68,0.14,8.2,60.52
2020,2,11,3.48,4.59,4.77,1.49,0.53,0.66,0.13,8.65,65.57
2020,2,12,5.04,9.04,5.04,0.68,0.77,0.84,0.16,11.28,88.98
2020,2,13,5.12,9.6,5.07,0.52,0.77,0.87,0.17,11.46,90.75
2020,2,14,4.92,8,4.97,0.78,0.73,0.85,0.17,11.43,89.47
2020,2,15,5.14,9.15,5.11,0.63,0.76,0.95,0.19,11.62,91.65
2020,2,16,5.12,9.33,5.14,0.6,0.75,-999,0.2,11.77,92.66
2020,2,17,5.09,8.9,5.04,0.64,0.74,1.05,0.21,11.69,92.42
2020,2,18,5,8.09,5.09,0.88,0.72,1.05,0.21,11.73,91.61
2020,2,19,5.18,8.34,5.23,0.83,0.74,1.06,0.22,11.87,93.14
2020,2,20,5.16,7.81,5.33,0.98,0.73,1.17,0.23,12.06,93.27
2020,2,21,4.4,3.78,5.17,2.27,0.62,1.11,0.22,10.8,81.95
2020,2,22,2.37,2.76,5.13,1.07,0.33,0.65,0.13,6.47,46.9
2020,2,23,4.21,5.02,5.19,1.6,0.59,0.99,0.2,10.3,78.73
2020,2,24,5.42,9.1,5.44,0.72,0.74,-999,0.22,12.56,98.68
2020,2,25,5.93,10.91,5.88,0.48,0.8,1.18,0.24,13.43,103.7
2020,2,26,5.95,10.68,5.9,0.51,0.8,1.24,0.25,13.57,104.51
2020,2,27,5.42,6.79,5.76,1.67,0.73,1.34,0.27,12.86,97.98
2020,2,28,3.62,1.84,5.7,2.61,0.48,1.11,0.22,9.77,69.52
2020,2,29,5.5,8.24,5.63,0.92,0.73,1.32,0.27,13.06,100.75
2020,3,1,5.77,8.76,5.82,0.84,0.76,1.38,0.27,13.66,104.69
2020,3,2,4.69,5.77,5.78,1.79,0.61,1.12,0.22,11.4,86.48
2020,3,3,5.95,9.9,5.91,0.64,0.77,1.16,0.23,14,107.99
2020,3,4,6.01,10.04,5.96,0.6,0.77,1.28,0.26,14.14,109.14
2020,3,5,5.84,8.19,5.93,1.19,0.74,1.33,0.27,13.95,107.11
2020,3,6,5.74,7.02,6.03,1.41,0.72,1.35,0.27,13.91,105.16
2020,3,7,6.07,9.31,6.07,0.83,0.76,1.43,0.29,14.34,110.3
2020,3,8,5.81,7.92,6.12,1.31,0.72,1.41,0.28,14,106.47
2020,3,9,5.87,7.52,6.12,1.39,0.72,1.34,0.27,14.16,108.1
2020,3,10,2.89,1.49,5.82,2.06,0.35,0.89,0.18,8.38,58.62
2020,3,11,2.39,0.88,5.79,1.87,0.29,0.84,0.16,7.4,50.36
2020,3,12,1.77,0.76,5.84,1.33,0.21,0.65,0.12,5.69,38.02
2020,3,13,4.09,3.62,6.25,2.12,0.49,1.09,0.22,10.89,79.41
2020,3,14,5.73,7.78,6.24,1.31,0.68,1.38,0.28,14.23,108.02
2020,3,15,6.1,7.83,6.45,1.46,0.72,1.44,0.29,14.63,111.35
2020,3,16,5.79,5.31,6.49,2.77,0.68,1.36,0.27,14.13,106.8
2020,3,17,5.71,6.05,6.55,2.17,0.66,1.41,0.28,14.14,105.83
2020,3,18,2.28,1.43,6.41,1.52,0.27,0.66,0.13,6.85,46.8
2020,3,19,5.24,5.71,6.52,1.92,0.6,1.12,0.22,12.88,96.98
2020,3,20,6.14,7.25,6.63,1.64,0.7,1.36,0.27,14.96,112.79
2020,3,21,6.61,9.1,6.63,1.08,0.75,1.56,0.31,15.69,120.02
2020,3,22,5.45,3.17,6.76,3.42,0.61,1.62,0.32,14.11,103.4
2020,3,23,6.27,8.38,6.82,1.29,0.7,-999,0.38,15.66,116.9
2020,3,24,7.05,10.75,7.02,0.66,0.78,-999,0.43,17.02,128.26
2020,3,25,4.26,2.25,6.85,3.01,0.47,1.64,0.32,11.64,82.88
2020,3,26,6.3,6.39,7.09,2.47,0.69,2.01,0.39,15.37,115.07
2020,3,27,6.57,8.75,7.06,1.43,0.72,1.77,0.35,15.65,118.95
2020,3,28,7.07,9.44,7.19,1.18,0.77,1.65,0.34,16.76,127.12
2020,3,29,7.05,9.25,7.15,1.13,0.76,1.73,0.35,16.76,127.09
2020,3,30,7.22,10.66,7.25,0.73,0.77,1.91,0.38,17.18,130.29
2020,3,31,5.14,2.1,7.23,3.82,0.55,1.6,0.32,13.58,97.95
2020,4,1,6.79,7.62,7.18,1.76,0.72,1.92,0.38,16.64,125.55
2020,4,2,7.25,10.57,7.29,0.76,0.77,1.88,0.38,17.66,134.13
2020,4,3,7.43,11.06,7.43,0.67,0.78,1.91,0.38,17.96,136.34
2020,4,4,7.44,11.07,7.44,0.67,0.77,1.9,0.38,18.08,137.12
2020,4,5,7.51,11.07,7.5,0.7,0.78,-999,0.39,18.16,137.77
2020,4,6,7.55,10.51,7.57,0.89,0.78,2,0.4,18.16,137.73
2020,4,7,7.57,10.8,7.55,0.83,0.77,2.02,0.41,18.14,138.22
2020,4,8,6.09,7.19,7.48,1.72,0.62,1.73,0.34,15.46,114.57
2020,4,9,7.43,10.33,7.64,1.07,0.76,1.99,0.4,18.1,136.92
2020,4,10,7.2,8.25,7.5,1.92,0.73,1.95,0.39,17.48,133.22
2020,4,11,6.03,4.99,7.45,2.82,0.61,1.73,0.34,15.51,115.08
2020,4,12,6.8,7.8,7.41,1.89,0.68,1.77,0.35,16.85,128.05
2020,4,13,6.67,7.13,7.52,2.35,0.66,1.84,0.37,16.81,126.58
2020,4,14,7.92,11.57,7.93,0.67,0.79,2.12,0.42,19.02,144.58
2020,4,15,8.03,11.87,8.03,0.59,0.8,2.01,0.41,19.26,145.95
2020,4,16,8.02,11.49,8.01,0.7,0.79,2.02,0.41,19.06,145.08
2020,4,17,7.45,8.25,7.94,2.41,0.73,1.89,0.38,17.61,134.52
2020,4,18,7.03,7.44,7.79,1.84,0.69,1.86,0.38,17.41,130.87
2020,4,19,7.59,9.11,7.79,1.56,0.73,2,0.4,18.42,140.89
2020,4,20,7.9,10.78,7.91,0.83,0.77,2.19,0.44,19.12,146.05
2020,4,21,7.54,9.9,7.88,1.14,0.73,2.01,0.4,18.26,139.66
2020,4,22,7.92,10.64,7.93,0.93,0.77,2.08,0.41,19.06,146.27
2020,4,23,7.94,10.47,7.95,0.98,0.76,2.2,0.44,19.09,146.34
2020,4,24,8.09,10.85,8.12,0.92,0.77,2.32,0.46,19.37,148.05
2020,4,25,8.07,10.75,8.1,0.95,0.77,2.35,0.47,19.5,148.79
2020,4,26,8.05,10.41,8.13,1.04,0.77,2.49,0.49,19.43,148.46
2020,4,27,8.07,10.11,8.21,1.05,0.77,2.48,0.48,19.42,147.91
2020,4,28,8.21,10.85,8.23,0.97,0.77,2.27,0.45,19.4,149.35
2020,4,29,8.1,10.47,8.14,0.99,0.76,2.43,0.48,19.5,149.59
2020,4,30,5.83,2.65,8.17,4.05,0.55,1.88,0.38,14.82,109.4
2020,5,1,8.23,10.82,8.31,0.99,0.77,-999,0.48,19.73,151.09
2020,5,2,8.37,11.26,8.41,0.87,0.78,2.47,0.48,20.02,153.07
2020,5,3,8.29,11.1,8.35,0.89,0.77,2.55,0.5,20.08,153.44
2020,5,4,8.3,11.07,8.38,0.93,0.77,-999,0.49,19.89,152.84
2020,5,5,8.4,11.1,8.51,1.01,0.77,-999,0.5,19.96,153.13
2020,5,6,8.55,10.67,8.71,1.41,0.79,2.63,0.52,20.03,152.99
2020,5,7,8.67,11.4,8.75,1.14,0.8,2.71,0.52,19.99,153.56
2020,5,8,8.01,7.9,8.46,2.86,0.73,2.4,0.48,18.53,143.52
2020,5,9,7.32,5.57,8.28,3.81,0.66,2.23,0.45,18.03,136.51
2020,5,10,6.73,6,8.15,2.48,0.61,2.16,0.43,16.79,126.96
2020,5,11,8.51,10.89,8.57,1.1,0.77,2.61,0.51,20.26,155.23
2020,5,12,8.59,11.18,8.67,1.05,0.78,2.49,0.49,20.41,156.31
2020,5,13,8.56,11.57,8.6,0.85,0.77,2.47,0.49,20.68,158.1
2020,5,14,7.91,7.63,8.5,2.65,0.71,2.38,0.48,19.45,147
2020,5,15,8.33,10.81,8.48,1.22,0.75,2.51,0.49,20.55,156.59
2020,5,16,8.51,11.01,8.6,1.03,0.77,2.41,0.48,20.59,157.34
2020,5,17,8.6,11.31,8.69,1.01,0.77,2.62,0.52,20.91,159.07
2020,5,18,8.59,10.97,8.72,1.28,0.77,-999,0.5,20.55,157.54
2020,5,19,8.63,10.52,8.72,1.42,0.77,2.77,0.54,20.66,157.75
2020,5,20,8.85,11.69,8.94,0.99,0.79,2.68,0.52,20.96,160
2020,5,21,8.84,11.73,8.97,1.04,0.79,2.55,0.51,20.93,159.66
2020,5,22,8.71,11.19,8.84,1.31,0.77,2.55,0.51,20.85,159.27
2020,5,23,8.56,10.6,8.78,1.21,0.76,2.47,0.49,20.66,157.32
2020,5,24,8.78,10.98,8.96,1.25,0.78,2.37,0.47,20.65,157.84
2020,5,25,8.82,11.99,8.93,0.99,0.78,-999,0.48,21.09,161.3
2020,5,26,8.66,10.75,8.86,1.42,0.77,2.52,0.5,21.08,159.83
2020,5,27,8.62,11.08,8.73,1.14,0.76,2.48,0.49,20.73,158.91
2020,5,28,8.46,10.23,8.64,1.36,0.74,2.41,0.48,20.06,155
2020,5,29,8.41,9.87,8.65,1.53,0.74,2.55,0.5,20.07,154.52
2020,5,30,8.2,8.27,8.57,2.09,0.72,2.69,0.52,19.95,152.34
2020,5,31,8.41,9.39,8.7,1.63,0.73,2.74,0.54,20.61,156.64
2020,6,1,8.44,10.48,8.5,1.22,0.74,2.75,0.54,20.65,158.82
2020,6,2,7.34,7.17,8.51,2.25,0.64,2.49,0.49,18.58,139.59
2020,6,3,8.46,10.8,8.52,1.03,0.74,2.88,0.56,20.98,160.65
2020,6,4,8.34,9.59,8.66,1.45,0.73,2.92,0.56,20.6,156.46
2020,6,5,6.68,4.86,8.64,3.05,0.59,2.43,0.48,16.82,124.93
2020,6,6,8.76,11.83,8.85,0.79,0.77,-999,0.55,21.52,164.11
2020,6,7,8.5,11.12,8.94,0.82,0.74,2.74,0.54,21.14,158.79
2020,6,8,8.93,10.97,9.19,1.15,0.78,-999,0.54,21.23,161.05
2020,6,9,8.91,12.01,9.17,0.8,0.77,2.67,0.52,21.52,162.8
2020,6,10,8.8,11.48,9.06,0.98,0.77,-999,0.53,21.22,161.58
2020,6,11,8.75,11.23,8.98,0.98,0.77,2.79,0.55,20.99,160.15
2020,6,12,8.59,10.88,8.84,1.01,0.75,2.9,0.56,20.91,159.29
2020,6,13,8.93,11.43,9.07,1.13,0.78,2.91,0.56,21.2,162.16
2020,6,14,8.86,11.63,9.11,0.87,0.77,2.63,0.52,21.34,161.85
2020,6,15,8.8,11.47,9.01,0.94,0.77,-999,0.52,21.33,162.32
2020,6,16,8.93,11.36,9.11,1.05,0.77,2.67,0.53,21.44,163.01
2020,6,17,8.69,11.58,8.89,0.89,0.76,-999,0.52,21.26,162.3
2020,6,18,8.79,11.92,8.87,0.78,0.77,2.83,0.55,21.61,164.57
2020,6,19,8.78,11.86,8.88,0.87,0.77,-999,0.52,21.25,163.14
2020,6,20,8.73,11.43,8.85,0.92,0.76,2.66,0.52,20.88,160.52
2020,6,21,8.65,11.21,8.79,0.99,0.75,-999,0.51,20.64,159.33
2020,6,22,8.86,11.82,8.96,0.89,0.77,-999,0.52,21.08,162.05
2020,6,23,8.73,10.65,8.89,1.2,0.76,2.75,0.54,20.92,160.36
2020,6,24,8.37,8.92,8.96,1.92,0.73,2.81,0.55,20.57,154.45
2020,6,25,7.52,6.78,8.87,2.86,0.66,2.63,0.52,18.65,139.07
2020,6,26,8.56,9.39,9.08,1.72,0.74,2.85,0.55,20.54,155.16
2020,6,27,8.62,10.71,8.81,1.13,0.75,2.59,0.52,21.02,160.3
2020,6,28,8.57,10.37,8.73,1.48,0.75,2.71,0.53,21.01,160.22
2020,6,29,8.59,10.98,8.69,0.98,0.75,2.76,0.54,21,160.73
2020,6,30,8.74,11.44,8.8,0.92,0.77,2.77,0.55,21.34,162.98
2020,7,1,8.82,11.13,8.91,1.12,0.77,2.77,0.55,21.24,162.2
2020,7,2,7.83,8.14,8.36,2.19,0.69,2.69,0.53,20.08,151.93
2020,7,3,8.08,9.28,8.34,1.44,0.71,2.97,0.57,20.88,157.76
2020,7,4,8.28,10.51,8.44,0.98,0.73,3,0.58,21.21,160.78
2020,7,5,8.52,10.77,8.71,1.04,0.75,2.98,0.58,21.3,161.18
2020,7,6,8.73,11.74,8.81,0.81,0.77,3.06,0.59,21.62,163.93
2020,7,7,8.45,11.16,8.56,0.92,0.74,-999,0.58,21.36,162.24
2020,7,8,8.36,10.72,8.43,1.03,0.73,3.05,0.59,21.27,161.62
2020,7,9,8.37,10.54,8.44,1.05,0.73,3.09,0.59,21.2,161.22
2020,7,10,7.81,7.58,8.2,2.22,0.69,2.93,0.56,20.07,152.1
2020,7,11,7.71,8.41,8.17,1.67,0.68,2.88,0.55,19.86,150.66
2020,7,12,7.82,8.14,8.19,1.96,0.69,2.87,0.55,19.97,151.65
2020,7,13,7.22,6.43,8.25,2.93,0.64,2.63,0.52,18.59,139.87
2020,7,14,8.18,9.81,8.32,1.43,0.73,3.09,0.59,20.82,158.21
2020,7,15,8.09,10.1,8.32,1.06,0.72,3.06,0.59,20.61,156.34
2020,7,16,8.39,10.91,8.43,0.94,0.75,3,0.58,21,160.13
2020,7,17,8.09,9.78,8.31,1.39,0.72,2.88,0.56,20.45,155.66
2020,7,18,8.35,10.59,8.42,1.06,0.74,2.95,0.57,20.77,158.55
2020,7,19,5.56,3.55,8.28,3.17,0.5,2.03,0.4,14.58,106.81
2020,7,20,4.32,2.29,8.18,2.85,0.39,1.68,0.33,11.82,84.41
2020,7,21,8.09,9.78,8.22,1.19,0.73,2.86,0.55,20.27,154.77
2020,7,22,7.86,9.39,7.98,1.25,0.7,2.76,0.53,19.91,152.62
2020,7,23,5.87,4.23,7.78,3.13,0.53,2.04,0.41,15.27,115.2
2020,7,24,7.7,8.64,7.93,1.53,0.7,2.68,0.52,19.4,148.67
2020,7,25,8.15,10,8.29,1.26,0.73,2.8,0.54,20.14,154.09
2020,7,26,8.03,9.8,8.16,1.38,0.73,2.81,0.55,20.11,153.62
2020,7,27,8.12,10.18,8.22,1.22,0.73,2.84,0.55,20.07,153.73
2020,7,28,8.05,10.28,8.13,1.06,0.73,2.9,0.55,20.27,154.72
2020,7,29,8.19,10.75,8.22,0.91,0.75,2.88,0.55,20.31,155.39
2020,7,30,8.08,10.62,8.12,0.87,0.74,2.91,0.56,20.34,155.14
2020,7,31,7.95,10.2,8,1.02,0.73,2.86,0.55,20.08,153.54
2020,8,1,7.84,9.85,7.9,1.04,0.72,2.83,0.55,19.91,152.38
2020,8,2,7.11,5.83,7.81,2.68,0.66,2.68,0.52,18.49,138.96
2020,8,3,7.83,8.89,7.98,1.49,0.73,2.69,0.52,19.66,150
2020,8,4,7.6,8.28,7.93,1.6,0.7,2.64,0.52,19.42,146.87
2020,8,5,8.23,10.91,8.26,0.86,0.77,2.78,0.54,20.09,153.48
2020,8,6,8.19,11.03,8.22,0.84,0.77,2.79,0.54,19.98,152.96
2020,8,7,7.93,10.44,8.05,0.93,0.74,2.81,0.54,19.78,150.8
2020,8,8,8.05,10.64,8.12,0.91,0.76,2.85,0.55,19.68,150.88
2020,8,9,7.98,10.5,8.03,0.92,0.75,2.8,0.54,19.65,150.45
2020,8,10,7.95,10.38,8.02,0.94,0.75,2.84,0.55,19.61,149.87
2020,8,11,7.38,8.71,7.66,1.22,0.7,2.73,0.52,18.88,143.38
2020,8,12,7.48,9.59,7.61,0.96,0.71,2.68,0.52,19.13,145.98
2020,8,13,6.69,5.96,7.64,2.17,0.64,2.53,0.49,17.51,130.15
2020,8,14,7.58,9.63,7.68,1.04,0.73,2.75,0.53,19.08,145.77
2020,8,15,7.46,9.11,7.68,1.14,0.72,2.7,0.52,18.71,142.59
2020,8,16,7.26,8.48,7.47,1.2,0.7,2.66,0.52,18.34,140.38
2020,8,17,7.26,8.54,7.36,1.2,0.7,2.61,0.5,18.18,140.12
2020,8,18,6.78,6.69,7.22,1.79,0.66,2.31,0.45,16.89,129.93
2020,8,19,6.99,7.63,7.1,1.54,0.68,2.25,0.44,17.04,133.46
2020,8,20,6.41,6.01,6.83,2.08,0.62,1.98,0.39,15.27,120.9
2020,8,21,4.56,2.74,6.42,2.67,0.45,1.43,0.29,11.16,88.05
2020,8,22,6.34,5.98,6.67,1.91,0.62,2.09,0.41,15.44,120.91
2020,8,23,6.94,7.92,6.97,1.46,0.69,2.27,0.44,16.93,132.71
2020,8,24,6.61,6.47,6.72,1.97,0.66,2.06,0.4,15.52,123.99
2020,8,25,5.88,4.86,6.32,2.27,0.59,1.81,0.35,13.62,109.59
2020,8,26,6.07,5.18,6.23,2.3,0.61,1.84,0.36,13.8,112.28
2020,8,27,6.56,6.5,6.71,1.9,0.66,2.1,0.41,15.51,122.8
2020,8,28,6.32,6.43,7.04,1.81,0.64,2.18,0.42,15.64,119.78
2020,8,29,5.56,4.71,6.8,2.32,0.56,2.07,0.41,14.55,109.36
2020,8,30,6.34,7.25,6.87,1.3,0.65,2.32,0.45,16.42,124.78
2020,8,31,7.01,9.27,7.05,0.98,0.72,2.44,0.48,17.61,135.39
2020,9,1,6.91,8.96,6.94,1.07,0.71,2.29,0.45,17.08,132.67
2020,9,2,6.96,9.49,7.03,0.84,0.72,2.12,0.42,17.2,132.91
2020,9,3,6.97,9.7,7.04,0.81,0.73,2.12,0.42,17.13,132.55
2020,9,4,6.99,9.71,7.01,0.83,0.73,2.14,0.42,17.03,132.24
2020,9,5,6.83,9.17,6.89,0.95,0.72,2.13,0.42,16.77,130.1
